State,date,cases,deaths,population,p_cases,p_deaths,diff,p_diff,d_diff,p.d_diff
AK,2020-03-17T00:00:00Z,6,0,731545,0.8201819436945096,0,6,0.8201819436945096,0,0
AK,2020-03-18T00:00:00Z,6,0,731545,0.8201819436945096,0,0,0,0,0
AK,2020-03-19T00:00:00Z,10,0,731545,1.366969906157516,0,4,0.5467879624630064,0,0
AK,2020-03-20T00:00:00Z,13,0,731545,1.7770608780047705,0,3,0.4100909718472545,0,0
AK,2020-03-21T00:00:00Z,15,0,731545,2.050454859236274,0,2,0.2733939812315034,0,0
AK,2020-03-22T00:00:00Z,23,0,731545,3.1440307841622865,0,8,1.0935759249260126,0,0
AK,2020-03-23T00:00:00Z,37,0,731545,5.057788652782809,0,14,1.913757868620522,0,0
AK,2020-03-24T00:00:00Z,42,0,731545,5.741273605861567,0,5,0.6834849530787581,0,0
AK,2020-03-25T00:00:00Z,59,1,731545,8.065122446329344,0.1366969906157516,17,2.323848840467777,1,0.1366969906157516
AK,2020-03-26T00:00:00Z,69,1,731545,9.43209235248686,0.1366969906157516,10,1.3669699061575162,0,0
AK,2020-03-27T00:00:00Z,85,2,731545,11.619244202338885,0.2733939812315032,16,2.1871518498520253,1,0.1366969906157516
AK,2020-03-28T00:00:00Z,102,2,731545,13.943093042806664,0.2733939812315032,17,2.323848840467779,0,0
AK,2020-03-29T00:00:00Z,114,3,731545,15.583456930195682,0.4100909718472548,12,1.640363887389018,1,0.13669699061575158
AK,2020-03-30T00:00:00Z,119,3,731545,16.266941883274438,0.4100909718472548,5,0.6834849530787555,0,0
AK,2020-03-31T00:00:00Z,133,3,731545,18.180699751894963,0.4100909718472548,14,1.9137578686205252,0,0
AK,2020-04-01T00:00:00Z,142,3,731545,19.410972667436724,0.4100909718472548,9,1.2302729155417609,0,0
AK,2020-04-02T00:00:00Z,147,3,731545,20.094457620515485,0.4100909718472548,5,0.6834849530787608,0,0
AK,2020-04-03T00:00:00Z,157,3,731545,21.461427526673,0.4100909718472548,10,1.3669699061575145,0,0
AK,2020-04-04T00:00:00Z,171,5,731545,23.375185395293524,0.683484953078758,14,1.9137578686205252,2,0.2733939812315032
AK,2020-04-05T00:00:00Z,185,7,731545,25.288943263914046,0.9568789343102612,14,1.9137578686205217,2,0.27339398123150316
AK,2020-04-06T00:00:00Z,191,7,731545,26.109125207608557,0.9568789343102612,6,0.8201819436945108,0,0
AK,2020-04-07T00:00:00Z,213,6,731545,29.11645900115509,0.8201819436945096,22,3.0073337935465325,-1,-0.13669699061575158
AK,2020-04-08T00:00:00Z,226,7,731545,30.89351987915986,0.9568789343102612,13,1.7770608780047716,1,0.13669699061575158
AK,2020-04-09T00:00:00Z,236,7,731545,32.260489785317375,0.9568789343102612,10,1.3669699061575145,0,0
AK,2020-04-10T00:00:00Z,247,7,731545,33.76415668209064,0.9568789343102612,11,1.503666896773268,0,0
AK,2020-04-11T00:00:00Z,258,8,731545,35.26782357886391,1.0935759249260129,11,1.503666896773268,1,0.1366969906157517
AK,2020-04-12T00:00:00Z,273,8,731545,37.31827843810019,1.0935759249260129,15,2.0504548592362752,0,0
AK,2020-04-13T00:00:00Z,278,8,731545,38.00176339117895,1.0935759249260129,5,0.6834849530787608,0,0
AK,2020-04-14T00:00:00Z,286,9,731545,39.095339316104955,1.2302729155417642,8,1.0935759249260073,1,0.13669699061575136
AK,2020-04-15T00:00:00Z,294,9,731545,40.18891524103097,1.2302729155417642,8,1.0935759249260144,0,0
AK,2020-04-16T00:00:00Z,301,9,731545,41.14579417534123,1.2302729155417642,7,0.9568789343102608,0,0
