County,date,cases,Region,Color,log_cases,Population,p_cases,log_p_cases
Dutchess,2020-04-02T00:00:00Z,667,Mid-Hudson,#91bdf0,2.824125833916549,293894,226.95257473783064,2.355935114102835
Erie,2020-04-02T00:00:00Z,617,Western New York,#979797,2.7902851640332416,919866,67.0749870089774,1.8265605972302237
Essex,2020-04-02T00:00:00Z,7,North Country,#dcc8dc,0.8450980400142568,37751,18.542555164101614,1.2681695797118375
Franklin,2020-04-02T00:00:00Z,9,North Country,#dcc8dc,0.9542425094393249,50692,17.754280754359662,1.2493030832419845
Fulton,2020-04-02T00:00:00Z,6,Mohawk Valley,#ffff00,0.7781512503836436,53743,11.164244645814339,1.0478293447606146
Genesee,2020-04-02T00:00:00Z,16,Western New York,#979797,1.2041199826559248,58112,27.533039647577095,1.4398541601509525
Greene,2020-04-02T00:00:00Z,21,Capital,#00ffff,1.3222192947339193,47617,44.10189638154441,1.6444572645320772
Herkimer,2020-04-02T00:00:00Z,14,Mohawk Valley,#ffff00,1.146128035678238,62505,22.398208143348533,1.3502132761652788
Jefferson,2020-04-02T00:00:00Z,15,Tug Hill Seaway,#e978ef,1.1760912590556813,114448,13.106388927722636,1.1174830513553262
Livingston,2020-04-02T00:00:00Z,18,Finger Lakes,#b4ffaa,1.255272505103306,63907,28.1659286150187,1.449724074255204
Madison,2020-04-02T00:00:00Z,68,Central New York,#d7e1be,1.8325089127062364,71359,95.29281520200675,1.979060157346086
Monroe,2020-04-02T00:00:00Z,420,Finger Lakes,#b4ffaa,2.6232492903979003,744248,56.43280196923606,1.7515316141468316
Montgomery,2020-04-02T00:00:00Z,8,Mohawk Valley,#ffff00,0.9030899869919435,49426,16.18581313478736,1.2091345221556824
Nassau,2020-04-02T00:00:00Z,10587,Long Island,#ff64a5,4.024772913079632,1356564,780.4276097552346,2.8923326253460577
New York,2020-04-02T00:00:00Z,51809,New York City,#c8ff00,4.714405209761099,8443713,613.5807789772107,2.787871746451223
Niagara,2020-04-02T00:00:00Z,91,Western New York,#979797,1.9590413923210936,211704,42.98454445830027,1.633312328531648
Oneida,2020-04-02T00:00:00Z,61,Central New York,#d7e1be,1.7853298350107671,230782,26.431870769817404,1.4221279023014415
Onondaga,2020-04-02T00:00:00Z,301,Central New York,#d7e1be,2.4785664955938436,464242,64.83687387181685,1.81182206705018
Ontario,2020-04-02T00:00:00Z,26,Finger Lakes,#b4ffaa,1.414973347970818,109472,23.750365390236773,1.3756702954658495
Orange,2020-04-02T00:00:00Z,1993,Mid-Hudson,#91bdf0,3.2995072987004876,378227,526.9322391050877,2.721754770668281
Orleans,2020-04-02T00:00:00Z,6,Western New York,#979797,0.7781512503836436,41175,14.571948998178506,1.1635176425418516
Oswego,2020-04-02T00:00:00Z,23,Central New York,#d7e1be,1.3617278360175928,119104,19.31085437936593,1.2858014889029388
Otsego,2020-04-02T00:00:00Z,21,Mohawk Valley,#ffff00,1.3222192947339193,60244,34.85824314454552,1.5423054948836568
Putnam,2020-04-02T00:00:00Z,216,Mid-Hudson,#91bdf0,2.3344537511509307,99070,218.02765721207228,2.3385115881583802
Rensselaer,2020-04-02T00:00:00Z,60,Capital,#00ffff,1.7781512503836436,159431,37.63383532688122,1.575578480249781
Rockland,2020-04-02T00:00:00Z,3751,Mid-Hudson,#91bdf0,3.574147064150723,323686,1158.8391218650172,3.064023148357148
St. Lawrence,2020-04-02T00:00:00Z,39,Tug Hill Seaway,#e978ef,1.591064607026499,109558,35.597583015389105,1.5514205114921464
Saratoga,2020-04-02T00:00:00Z,132,Capital,#00ffff,2.12057393120585,227377,58.05336511608474,1.7638273990787023
Schenectady,2020-04-02T00:00:00Z,101,Capital,#00ffff,2.0043213737826426,154883,65.21051374263153,1.8143176216874644
Schoharie,2020-04-02T00:00:00Z,9,Mohawk Valley,#ffff00,0.9542425094393249,31364,28.695319474556815,1.4578110642551247
Steuben,2020-04-02T00:00:00Z,43,Finger Lakes,#b4ffaa,1.6334684555795864,96927,44.363283708357834,1.6470236845384356
Suffolk,2020-04-02T00:00:00Z,8746,Long Island,#ff64a5,3.941809473008838,1487901,587.8079253928856,2.769235437352778
Sullivan,2020-04-02T00:00:00Z,143,Mid-Hudson,#91bdf0,2.155336037465062,75211,190.13176264110302,2.2790546744008684
Tioga,2020-04-02T00:00:00Z,8,Southern Tier,#ffd900,0.9030899869919435,49045,16.311550616780508,1.2124952481219193
Tompkins,2020-04-02T00:00:00Z,80,Southern Tier,#ffd900,1.9030899869919435,102962,77.69856840387716,1.8904130169988016
Ulster,2020-04-02T00:00:00Z,240,Mid-Hudson,#91bdf0,2.380211241711606,179303,133.8516366151152,2.126623685710237
Warren,2020-04-02T00:00:00Z,18,North Country,#dcc8dc,1.255272505103306,64480,27.915632754342433,1.4458474763062719
Washington,2020-04-02T00:00:00Z,12,North Country,#dcc8dc,1.0791812460476249,61828,19.408682150481983,1.2879960477941341
Wayne,2020-04-02T00:00:00Z,27,Finger Lakes,#b4ffaa,1.4313637641589874,90856,29.717354935282206,1.4730101513828597
Westchester,2020-04-02T00:00:00Z,11567,Mid-Hudson,#91bdf0,4.063220735581995,968815,1193.9327941867125,3.07697988128639
Wyoming,2020-04-02T00:00:00Z,14,Western New York,#979797,1.146128035678238,40565,34.51251078515962,1.5379765553643663
New York State,2020-04-03T00:00:00Z,102987,New York State,#7a7a7a,5.012782407379105,21250933,484.62342806313495,2.6854044053289345
Albany,2020-04-03T00:00:00Z,267,Capital,#00ffff,2.4265112613645754,307426,86.85016882111468,1.9387706669743354
Allegany,2020-04-03T00:00:00Z,14,Western New York,#979797,1.146128035678238,47025,29.771398192450825,1.4737992314558215
Broome,2020-04-03T00:00:00Z,56,Southern Tier,#ffd900,1.7481880270062005,194402,28.806288001152254,1.459487298388703
Cattaraugus,2020-04-03T00:00:00Z,9,Western New York,#979797,0.9542425094393249,77686,11.585098988234687,1.0638997489469209
Cayuga,2020-04-03T00:00:00Z,6,Central New York,#d7e1be,0.7781512503836436,77868,7.7053475111727545,0.8867922301772649
Chautauqua,2020-04-03T00:00:00Z,9,Western New York,#979797,0.9542425094393249,129656,6.941445054606035,0.8414498903270293
Chemung,2020-04-03T00:00:00Z,35,Finger Lakes,#b4ffaa,1.5440680443502757,85740,40.821087007231164,1.6108845651756618
Chenango,2020-04-03T00:00:00Z,32,Southern Tier,#ffd900,1.505149978319906,48348,66.18681227765369,1.8207714648839035
Clinton,2020-04-03T00:00:00Z,30,North Country,#dcc8dc,1.4771212547196624,80794,37.13147015867515,1.5697421447327617
Columbia,2020-04-03T00:00:00Z,51,Capital,#00ffff,1.7075701760979363,60919,83.71772353452945,1.922817410423531
Cortland,2020-04-03T00:00:00Z,14,Central New York,#d7e1be,1.146128035678238,48123,29.092118113999543,1.4637753421385726
Delaware,2020-04-03T00:00:00Z,24,Southern Tier,#ffd900,1.380211241711606,45502,52.7449342886027,1.7221807556067024
Dutchess,2020-04-03T00:00:00Z,809,Mid-Hudson,#91bdf0,2.9079485216122722,293894,275.269314786964,2.4397578017985584
Erie,2020-04-03T00:00:00Z,734,Western New York,#979797,2.8656960599160706,919866,79.79423089884831,1.9019714931130525
Essex,2020-04-03T00:00:00Z,7,North Country,#dcc8dc,0.8450980400142568,37751,18.542555164101614,1.2681695797118375
Franklin,2020-04-03T00:00:00Z,10,North Country,#dcc8dc,1,50692,19.726978615955183,1.2950605738026597
Fulton,2020-04-03T00:00:00Z,6,Mohawk Valley,#ffff00,0.7781512503836436,53743,11.164244645814339,1.0478293447606146
Genesee,2020-04-03T00:00:00Z,17,Western New York,#979797,1.2304489213782739,58112,29.25385462555066,1.4661830988733016
Greene,2020-04-03T00:00:00Z,23,Capital,#00ffff,1.3617278360175928,47617,48.30207698931054,1.6839658058157507
Herkimer,2020-04-03T00:00:00Z,14,Mohawk Valley,#ffff00,1.146128035678238,62505,22.398208143348533,1.3502132761652788
Jefferson,2020-04-03T00:00:00Z,18,Tug Hill Seaway,#e978ef,1.255272505103306,114448,15.727666713267162,1.1966642974029509
Livingston,2020-04-03T00:00:00Z,18,Finger Lakes,#b4ffaa,1.255272505103306,63907,28.1659286150187,1.449724074255204
Madison,2020-04-03T00:00:00Z,77,Central New York,#d7e1be,1.8864907251724818,71359,107.90509956697824,2.0330419698123317
Monroe,2020-04-03T00:00:00Z,464,Finger Lakes,#b4ffaa,2.6665179805548807,744248,62.3448097945846,1.7948003043038119
Montgomery,2020-04-03T00:00:00Z,10,Mohawk Valley,#ffff00,1,49426,20.232266418484198,1.3060445351637389
Nassau,2020-04-03T00:00:00Z,12024,Long Island,#ff64a5,4.080048967578851,1356564,886.357001954939,2.9476086798452776
New York,2020-04-03T00:00:00Z,57159,New York City,#c8ff00,4.757084622178399,8443713,676.9415303433453,2.830551158868523
Niagara,2020-04-03T00:00:00Z,94,Western New York,#979797,1.9731278535996986,211704,44.40161735252995,1.6473987898102531
Oneida,2020-04-03T00:00:00Z,71,Central New York,#d7e1be,1.8512583487190752,230782,30.764964338639928,1.4880564160097498
Onondaga,2020-04-03T00:00:00Z,322,Central New York,#d7e1be,2.507855871695831,464242,69.36037670008314,1.8411114431521673
Ontario,2020-04-03T00:00:00Z,28,Finger Lakes,#b4ffaa,1.4471580313422192,109472,25.57731657410114,1.4078549788372507
Orange,2020-04-03T00:00:00Z,2397,Mid-Hudson,#91bdf0,3.379668034033654,378227,633.7464009708456,2.801915506001447
Orleans,2020-04-03T00:00:00Z,6,Western New York,#979797,0.7781512503836436,41175,14.571948998178506,1.1635176425418516
Oswego,2020-04-03T00:00:00Z,28,Central New York,#d7e1be,1.4471580313422192,119104,23.508866200967223,1.3712316842275651
Otsego,2020-04-03T00:00:00Z,21,Mohawk Valley,#ffff00,1.3222192947339193,60244,34.85824314454552,1.5423054948836568
Putnam,2020-04-03T00:00:00Z,252,Mid-Hudson,#91bdf0,2.401400540781544,99070,254.365600080751,2.4054583777889933
Rensselaer,2020-04-03T00:00:00Z,67,Capital,#00ffff,1.8260748027008264,159431,42.0244494483507,1.623502032566964
Rockland,2020-04-03T00:00:00Z,4289,Mid-Hudson,#91bdf0,3.632356046239073,323686,1325.0495850917248,3.1222321304454987
St. Lawrence,2020-04-03T00:00:00Z,43,Tug Hill Seaway,#e978ef,1.6334684555795864,109558,39.24861717081363,1.5938243600452338
Saratoga,2020-04-03T00:00:00Z,141,Capital,#00ffff,2.1492191126553797,227377,62.01154910127234,1.7924725805282324
Schenectady,2020-04-03T00:00:00Z,110,Capital,#00ffff,2.041392685158225,154883,71.02135160088582,1.8513889330630469
Schoharie,2020-04-03T00:00:00Z,11,Mohawk Valley,#ffff00,1.0413926851582251,31364,35.072057135569445,1.544961239974025
Seneca,2020-04-03T00:00:00Z,6,Finger Lakes,#b4ffaa,0.7781512503836436,34612,17.33502831387958,1.2389245553406485
Steuben,2020-04-03T00:00:00Z,46,Finger Lakes,#b4ffaa,1.662757831681574,96927,47.45839652522001,1.676313060640423
Suffolk,2020-04-03T00:00:00Z,10154,Long Island,#ff64a5,4.006637159068586,1487901,682.4378772512418,2.834063123412526
Sullivan,2020-04-03T00:00:00Z,168,Mid-Hudson,#91bdf0,2.225309281725863,75211,223.3715812846525,2.3490279186616694
Tioga,2020-04-03T00:00:00Z,8,Southern Tier,#ffd900,0.9030899869919435,49045,16.311550616780508,1.2124952481219193
Tompkins,2020-04-03T00:00:00Z,87,Southern Tier,#ffd900,1.9395192526186185,102962,84.4971931392164,1.9268422826254765
Ulster,2020-04-03T00:00:00Z,263,Mid-Hudson,#91bdf0,2.419955748489758,179303,146.67908512406373,2.1663681924883886
Warren,2020-04-03T00:00:00Z,19,North Country,#dcc8dc,1.2787536009528289,64480,29.466501240694793,1.4693285721557947
Washington,2020-04-03T00:00:00Z,15,North Country,#dcc8dc,1.1760912590556813,61828,24.260852688102478,1.3849060608021906
Wayne,2020-04-03T00:00:00Z,30,Finger Lakes,#b4ffaa,1.4771212547196624,90856,33.019283261424675,1.5187676419435348
Westchester,2020-04-03T00:00:00Z,12351,Mid-Hudson,#91bdf0,4.091702121717148,968815,1274.8563967320904,3.105461267421544
Wyoming,2020-04-03T00:00:00Z,15,Western New York,#979797,1.1760912590556813,40565,36.97769012695674,1.5679397787418097
New York State,2020-04-04T00:00:00Z,113833,New York State,#7a7a7a,5.056268181569872,21250933,535.6611872052864,2.7288901795197007
Albany,2020-04-04T00:00:00Z,293,Capital,#00ffff,2.4668676203541096,307426,95.30748863141048,1.9791270259638696
Allegany,2020-04-04T00:00:00Z,16,Western New York,#979797,1.2041199826559248,47025,34.02445507708666,1.5317911784335083
Broome,2020-04-04T00:00:00Z,65,Southern Tier,#ffd900,1.8129133566428555,194402,33.435870001337435,1.524212628025358
Cattaraugus,2020-04-04T00:00:00Z,9,Western New York,#979797,0.9542425094393249,77686,11.585098988234687,1.0638997489469209
Cayuga,2020-04-04T00:00:00Z,7,Central New York,#d7e1be,0.8450980400142568,77868,8.989572096368212,0.953739019807878
Chautauqua,2020-04-04T00:00:00Z,10,Western New York,#979797,1,129656,7.712716727340038,0.8872073808877045
Chemung,2020-04-04T00:00:00Z,36,Finger Lakes,#b4ffaa,1.5563025007672873,85740,41.98740377886634,1.6231190215926734
Chenango,2020-04-04T00:00:00Z,39,Southern Tier,#ffd900,1.591064607026499,48348,80.66517746339042,1.9066860935904966
Clinton,2020-04-04T00:00:00Z,31,North Country,#dcc8dc,1.4913616938342726,80794,38.36918583063099,1.583982583847372
Columbia,2020-04-04T00:00:00Z,57,Capital,#00ffff,1.7558748556724915,60919,93.56686747976822,1.9711220899980861
Cortland,2020-04-04T00:00:00Z,14,Central New York,#d7e1be,1.146128035678238,48123,29.092118113999543,1.4637753421385726
Delaware,2020-04-04T00:00:00Z,26,Southern Tier,#ffd900,1.414973347970818,45502,57.14034547931959,1.7569428618659144
Dutchess,2020-04-04T00:00:00Z,938,Mid-Hudson,#91bdf0,2.9722028383790646,293894,319.1626913104725,2.5040121185653503
Erie,2020-04-04T00:00:00Z,808,Western New York,#979797,2.907411360774586,919866,87.83888088047607,1.943686793971568
Essex,2020-04-04T00:00:00Z,7,North Country,#dcc8dc,0.8450980400142568,37751,18.542555164101614,1.2681695797118375
Franklin,2020-04-04T00:00:00Z,10,North Country,#dcc8dc,1,50692,19.726978615955183,1.2950605738026597
Fulton,2020-04-04T00:00:00Z,9,Mohawk Valley,#ffff00,0.9542425094393249,53743,16.746366968721507,1.2239206038162957
Genesee,2020-04-04T00:00:00Z,20,Western New York,#979797,1.3010299956639813,58112,34.41629955947137,1.536764173159009
Greene,2020-04-04T00:00:00Z,24,Capital,#00ffff,1.380211241711606,47617,50.40216729319361,1.7024492115097638
Herkimer,2020-04-04T00:00:00Z,18,Mohawk Valley,#ffff00,1.255272505103306,62505,28.797696184305252,1.4593577455903468
Jefferson,2020-04-04T00:00:00Z,20,Tug Hill Seaway,#e978ef,1.3010299956639813,114448,17.47518523696351,1.2424217879636261
Livingston,2020-04-04T00:00:00Z,18,Finger Lakes,#b4ffaa,1.255272505103306,63907,28.1659286150187,1.449724074255204
Madison,2020-04-04T00:00:00Z,78,Central New York,#d7e1be,1.8920946026904804,71359,109.30646449641951,2.03864584733033
Monroe,2020-04-04T00:00:00Z,512,Finger Lakes,#b4ffaa,2.709269960975831,744248,68.794272876783,1.8375522847247618
Montgomery,2020-04-04T00:00:00Z,13,Mohawk Valley,#ffff00,1.1139433523068367,49426,26.301946344029457,1.4199878874705756
Nassau,2020-04-04T00:00:00Z,13346,Long Island,#ff64a5,4.125351120514752,1356564,983.8090941525795,2.9929108327811784
New York,2020-04-04T00:00:00Z,63306,New York City,#c8ff00,4.801444873420249,8443713,749.7412571933697,2.8749114101103723
Niagara,2020-04-04T00:00:00Z,101,Western New York,#979797,2.0043213737826426,211704,47.7081207723992,1.678592309993197
Oneida,2020-04-04T00:00:00Z,80,Central New York,#d7e1be,1.9030899869919435,230782,34.6647485505802,1.5398880542826179
Onondaga,2020-04-04T00:00:00Z,349,Central New York,#d7e1be,2.5428254269591797,464242,75.1763089078541,1.8760809984155165
Ontario,2020-04-04T00:00:00Z,31,Finger Lakes,#b4ffaa,1.4913616938342726,109472,28.31774334989769,1.4520586413293042
Orange,2020-04-04T00:00:00Z,2741,Mid-Hudson,#91bdf0,3.4379090355394983,378227,724.6970734505998,2.8601565075072917
Orleans,2020-04-04T00:00:00Z,10,Western New York,#979797,1,41175,24.286581663630844,1.385366392158208
Oswego,2020-04-04T00:00:00Z,28,Central New York,#d7e1be,1.4471580313422192,119104,23.508866200967223,1.3712316842275651
Otsego,2020-04-04T00:00:00Z,26,Mohawk Valley,#ffff00,1.414973347970818,60244,43.15782484562778,1.6350595481205554
Putnam,2020-04-04T00:00:00Z,283,Mid-Hudson,#91bdf0,2.45178643552429,99070,285.656606439891,2.4558442725317398
Rensselaer,2020-04-04T00:00:00Z,67,Capital,#00ffff,1.8260748027008264,159431,42.0244494483507,1.623502032566964
Rockland,2020-04-04T00:00:00Z,4872,Mid-Hudson,#91bdf0,3.687707279624819,323686,1505.162410484235,3.1775833638312445
St. Lawrence,2020-04-04T00:00:00Z,52,Tug Hill Seaway,#e978ef,1.7160033436347992,109558,47.46344402051881,1.6763592481004463
Saratoga,2020-04-04T00:00:00Z,141,Capital,#00ffff,2.1492191126553797,227377,62.01154910127234,1.7924725805282324
Schenectady,2020-04-04T00:00:00Z,117,Capital,#00ffff,2.0681858617461617,154883,75.54089215730583,1.8781821096509834
Schoharie,2020-04-04T00:00:00Z,11,Mohawk Valley,#ffff00,1.0413926851582251,31364,35.072057135569445,1.544961239974025
Seneca,2020-04-04T00:00:00Z,6,Finger Lakes,#b4ffaa,0.7781512503836436,34612,17.33502831387958,1.2389245553406485
Steuben,2020-04-04T00:00:00Z,60,Finger Lakes,#b4ffaa,1.7781512503836436,96927,61.90225633724349,1.7917064793424928
Suffolk,2020-04-04T00:00:00Z,11370,Long Island,#ff64a5,4.055760464687735,1487901,764.1637447652766,2.883186429031675
Sullivan,2020-04-04T00:00:00Z,193,Mid-Hudson,#91bdf0,2.285557309007774,75211,256.611399928202,2.4092759459435804
Tioga,2020-04-04T00:00:00Z,8,Southern Tier,#ffd900,0.9030899869919435,49045,16.311550616780508,1.2124952481219193
Tompkins,2020-04-04T00:00:00Z,93,Southern Tier,#ffd900,1.968482948553935,102962,90.3245857695072,1.955805978560793
Ulster,2020-04-04T00:00:00Z,290,Mid-Hudson,#91bdf0,2.462397997898956,179303,161.7373942432642,2.208810441897587
Warren,2020-04-04T00:00:00Z,20,North Country,#dcc8dc,1.3010299956639813,64480,31.017369727047146,1.4916049668669469
Washington,2020-04-04T00:00:00Z,16,North Country,#dcc8dc,1.2041199826559248,61828,25.87824286730931,1.412934784402434
Wayne,2020-04-04T00:00:00Z,30,Finger Lakes,#b4ffaa,1.4771212547196624,90856,33.019283261424675,1.5187676419435348
Westchester,2020-04-04T00:00:00Z,13081,Mid-Hudson,#91bdf0,4.116640945661129,968815,1350.2061797143933,3.1304000913655248
Wyoming,2020-04-04T00:00:00Z,18,Western New York,#979797,1.255272505103306,40565,44.373228152348084,1.6471210247894343
New York State,2020-04-05T00:00:00Z,123160,New York State,#7a7a7a,5.090469680231161,21250933,579.551024889119,2.7630916781809893
Albany,2020-04-05T00:00:00Z,305,Capital,#00ffff,2.484299839346786,307426,99.21086700539317,1.996559244956546
Allegany,2020-04-05T00:00:00Z,16,Western New York,#979797,1.2041199826559248,47025,34.02445507708666,1.5317911784335083
Broome,2020-04-05T00:00:00Z,71,Southern Tier,#ffd900,1.8512583487190752,194402,36.52225800146089,1.5625576201015778
Cattaraugus,2020-04-05T00:00:00Z,10,Western New York,#979797,1,77686,12.872332209149654,1.109657239507596
Cayuga,2020-04-05T00:00:00Z,8,Central New York,#d7e1be,0.9030899869919435,77868,10.273796681563672,1.011730966785565
Chautauqua,2020-04-05T00:00:00Z,18,Western New York,#979797,1.255272505103306,129656,13.88289010921207,1.1424798859910106
Chemung,2020-04-05T00:00:00Z,38,Finger Lakes,#b4ffaa,1.5797835966168101,85740,44.32003732213669,1.6466001174421963
Chenango,2020-04-05T00:00:00Z,43,Southern Tier,#ffd900,1.6334684555795864,48348,88.93852899809713,1.9490899421435839
Clinton,2020-04-05T00:00:00Z,33,North Country,#dcc8dc,1.5185139398778875,80794,40.84461717454267,1.6111348298909867
Columbia,2020-04-05T00:00:00Z,69,Capital,#00ffff,1.8388490907372552,60919,113.26515537024574,2.05409632506285
Cortland,2020-04-05T00:00:00Z,14,Central New York,#d7e1be,1.146128035678238,48123,29.092118113999543,1.4637753421385726
Delaware,2020-04-05T00:00:00Z,27,Southern Tier,#ffd900,1.4313637641589874,45502,59.33805107467804,1.7733332780540838
Dutchess,2020-04-05T00:00:00Z,1077,Mid-Hudson,#91bdf0,3.0322157032979815,293894,366.4586551613847,2.5640249834842677
Erie,2020-04-05T00:00:00Z,1059,Western New York,#979797,3.024895960107485,919866,115.12546392626751,2.061171393304467
Essex,2020-04-05T00:00:00Z,9,North Country,#dcc8dc,0.9542425094393249,37751,23.840428068130645,1.3773140491369056
Franklin,2020-04-05T00:00:00Z,10,North Country,#dcc8dc,1,50692,19.726978615955183,1.2950605738026597
Fulton,2020-04-05T00:00:00Z,9,Mohawk Valley,#ffff00,0.9542425094393249,53743,16.746366968721507,1.2239206038162957
Genesee,2020-04-05T00:00:00Z,22,Western New York,#979797,1.3424226808222062,58112,37.857929515418505,1.578156858317234
Greene,2020-04-05T00:00:00Z,24,Capital,#00ffff,1.380211241711606,47617,50.40216729319361,1.7024492115097638
Herkimer,2020-04-05T00:00:00Z,22,Mohawk Valley,#ffff00,1.3424226808222062,62505,35.19718422526198,1.546507921309247
Jefferson,2020-04-05T00:00:00Z,26,Tug Hill Seaway,#e978ef,1.414973347970818,114448,22.717740808052564,1.3563651402704628
Livingston,2020-04-05T00:00:00Z,24,Finger Lakes,#b4ffaa,1.380211241711606,63907,37.5545714866916,1.5746628108635041
Madison,2020-04-05T00:00:00Z,89,Central New York,#d7e1be,1.9493900066449128,71359,124.72147872027355,2.0959412512847626
Monroe,2020-04-05T00:00:00Z,548,Finger Lakes,#b4ffaa,2.738780558484369,744248,73.6313701884318,1.8670628822333002
Montgomery,2020-04-05T00:00:00Z,15,Mohawk Valley,#ffff00,1.1760912590556813,49426,30.348399627726295,1.48213579421942
Nassau,2020-04-05T00:00:00Z,14398,Long Island,#ff64a5,4.158302169228023,1356564,1061.3579602584177,3.0258618814944485
New York,2020-04-05T00:00:00Z,67551,New York City,#c8ff00,4.829631782540393,8443713,800.015348697901,2.9030983192305166
Niagara,2020-04-05T00:00:00Z,116,Western New York,#979797,2.0644579892269186,211704,54.7934852435476,1.738728925437473
Oneida,2020-04-05T00:00:00Z,95,Central New York,#d7e1be,1.9777236052888478,230782,41.164388903813986,1.6145216725795222
Onondaga,2020-04-05T00:00:00Z,364,Central New York,#d7e1be,2.561101383649056,464242,78.40738235661573,1.8943569551053925
Ontario,2020-04-05T00:00:00Z,32,Finger Lakes,#b4ffaa,1.505149978319906,109472,29.231218941829873,1.4658469258149374
Orange,2020-04-05T00:00:00Z,3187,Mid-Hudson,#91bdf0,3.5033820634737327,378227,842.6156778865601,2.925629535441526
Orleans,2020-04-05T00:00:00Z,11,Western New York,#979797,1.0413926851582251,41175,26.71523982999393,1.4267590773164331
Oswego,2020-04-05T00:00:00Z,32,Central New York,#d7e1be,1.505149978319906,119104,26.867275658248257,1.4292236312052518
Otsego,2020-04-05T00:00:00Z,29,Mohawk Valley,#ffff00,1.462397997898956,60244,48.13757386627714,1.6824841980486935
Putnam,2020-04-05T00:00:00Z,314,Mid-Hudson,#91bdf0,2.496929648073215,99070,316.947612799031,2.5009874850806644
Rensselaer,2020-04-05T00:00:00Z,74,Capital,#00ffff,1.8692317197309762,159431,46.41506356982018,1.6666589495971136
Rockland,2020-04-05T00:00:00Z,5326,Mid-Hudson,#91bdf0,3.7264011621029223,323686,1645.4217976681105,3.216277246309348
St. Lawrence,2020-04-05T00:00:00Z,61,Tug Hill Seaway,#e978ef,1.7853298350107671,109558,55.67827087022399,1.7456857394764143
Saratoga,2020-04-05T00:00:00Z,150,Capital,#00ffff,2.1760912590556813,227377,65.96973308645993,1.8193447269285337
Schenectady,2020-04-05T00:00:00Z,128,Capital,#00ffff,2.1072099696478683,154883,82.64302731739443,1.9172062175526903
Schoharie,2020-04-05T00:00:00Z,11,Mohawk Valley,#ffff00,1.0413926851582251,31364,35.072057135569445,1.544961239974025
Seneca,2020-04-05T00:00:00Z,9,Finger Lakes,#b4ffaa,0.9542425094393249,34612,26.002542470819368,1.4150158143963298
Steuben,2020-04-05T00:00:00Z,73,Finger Lakes,#b4ffaa,1.863322860120456,96927,75.31441187697958,1.8768780890793049
Suffolk,2020-04-05T00:00:00Z,13129,Long Island,#ff64a5,4.118231648327027,1487901,882.3839758155952,2.9456576126709675
Sullivan,2020-04-05T00:00:00Z,193,Mid-Hudson,#91bdf0,2.285557309007774,75211,256.611399928202,2.4092759459435804
Tioga,2020-04-05T00:00:00Z,8,Southern Tier,#ffd900,0.9030899869919435,49045,16.311550616780508,1.2124952481219193
Tompkins,2020-04-05T00:00:00Z,95,Southern Tier,#ffd900,1.9777236052888478,102962,92.26704997960412,1.9650466352957057
Ulster,2020-04-05T00:00:00Z,358,Mid-Hudson,#91bdf0,2.5538830266438746,179303,199.66202461754682,2.300295470642505
Warren,2020-04-05T00:00:00Z,25,North Country,#dcc8dc,1.3979400086720377,64480,38.77171215880894,1.5885149798750033
Washington,2020-04-05T00:00:00Z,18,North Country,#dcc8dc,1.255272505103306,61828,29.113023225722973,1.4640873068498153
Wayne,2020-04-05T00:00:00Z,32,Finger Lakes,#b4ffaa,1.505149978319906,90856,35.220568812186315,1.5467963655437784
Westchester,2020-04-05T00:00:00Z,13723,Mid-Hudson,#91bdf0,4.137449063340335,968815,1416.4727011865011,3.151208209044731
Wyoming,2020-04-05T00:00:00Z,22,Western New York,#979797,1.3424226808222062,40565,54.23394551953654,1.7342712005083345
New York State,2020-04-06T00:00:00Z,131815,New York State,#7a7a7a,5.119964833979976,21250933,620.2786484715754,2.7925868319298055
Albany,2020-04-06T00:00:00Z,319,Capital,#00ffff,2.503790683057181,307426,103.7648084417063,2.0160500886669412
Allegany,2020-04-06T00:00:00Z,17,Western New York,#979797,1.2304489213782739,47025,36.150983519404576,1.5581201171558574
Broome,2020-04-06T00:00:00Z,76,Southern Tier,#ffd900,1.8808135922807914,194402,39.09424800156377,1.592112863663294
Cattaraugus,2020-04-06T00:00:00Z,12,Western New York,#979797,1.0791812460476249,77686,15.446798650979584,1.188838485555221
Cayuga,2020-04-06T00:00:00Z,11,Central New York,#d7e1be,1.0413926851582251,77868,14.126470437150049,1.1500336649518463
Chautauqua,2020-04-06T00:00:00Z,18,Western New York,#979797,1.255272505103306,129656,13.88289010921207,1.1424798859910106
Chemung,2020-04-06T00:00:00Z,47,Finger Lakes,#b4ffaa,1.6720978579357175,85740,54.81688826685328,1.7389143787611037
Chenango,2020-04-06T00:00:00Z,46,Southern Tier,#ffd900,1.662757831681574,48348,95.14354264912716,1.9783793182455713
Clinton,2020-04-06T00:00:00Z,36,North Country,#dcc8dc,1.5563025007672873,80794,44.557764190410175,1.6489233907803864
Columbia,2020-04-06T00:00:00Z,70,Capital,#00ffff,1.845098040014257,60919,114.90667936111888,2.0603452743398516
Cortland,2020-04-06T00:00:00Z,14,Central New York,#d7e1be,1.146128035678238,48123,29.092118113999543,1.4637753421385726
Delaware,2020-04-06T00:00:00Z,29,Southern Tier,#ffd900,1.462397997898956,45502,63.73346226539493,1.8043675117940525
Dutchess,2020-04-06T00:00:00Z,1189,Mid-Hudson,#91bdf0,3.0751818546186915,293894,404.5676332283068,2.6069911348049777
