County,date,deaths,cases
Herkimer,2020-04-18T00:00:00Z,3,47
Livingston,2020-04-18T00:00:00Z,3,37
Madison,2020-04-18T00:00:00Z,5,117
Monroe,2020-04-18T00:00:00Z,62,1008
Nassau,2020-04-18T00:00:00Z,1109,29180
New York,2020-04-18T00:00:00Z,13202,135572
Niagara,2020-04-18T00:00:00Z,9,234
Oneida,2020-04-18T00:00:00Z,6,268
Onondaga,2020-04-18T00:00:00Z,17,598
Orange,2020-04-18T00:00:00Z,211,6514
Oswego,2020-04-18T00:00:00Z,2,45
Otsego,2020-04-18T00:00:00Z,4,47
Putnam,2020-04-18T00:00:00Z,7,732
Rensselaer,2020-04-18T00:00:00Z,6,164
Rockland,2020-04-18T00:00:00Z,334,9171
Saratoga,2020-04-18T00:00:00Z,7,244
Schenectady,2020-04-18T00:00:00Z,14,295
Steuben,2020-04-18T00:00:00Z,21,181
Suffolk,2020-04-18T00:00:00Z,693,26143
Sullivan,2020-04-18T00:00:00Z,11,524
Ulster,2020-04-18T00:00:00Z,16,880
Washington,2020-04-18T00:00:00Z,2,52
Westchester,2020-04-18T00:00:00Z,668,23179
Wyoming,2020-04-18T00:00:00Z,3,44
New York State,2020-04-19T00:00:00Z,18298,247815
Albany,2020-04-19T00:00:00Z,20,682
Allegany,2020-04-19T00:00:00Z,2,30
Broome,2020-04-19T00:00:00Z,10,192
Chautauqua,2020-04-19T00:00:00Z,3,25
Clinton,2020-04-19T00:00:00Z,3,49
Columbia,2020-04-19T00:00:00Z,11,107
Delaware,2020-04-19T00:00:00Z,4,49
Dutchess,2020-04-19T00:00:00Z,28,2240
Erie,2020-04-19T00:00:00Z,135,2192
Genesee,2020-04-19T00:00:00Z,2,117
Herkimer,2020-04-19T00:00:00Z,3,49
Livingston,2020-04-19T00:00:00Z,3,39
Madison,2020-04-19T00:00:00Z,5,117
Monroe,2020-04-19T00:00:00Z,68,1032
Nassau,2020-04-19T00:00:00Z,1109,30013
New York,2020-04-19T00:00:00Z,14451,138700
Niagara,2020-04-19T00:00:00Z,9,246
Oneida,2020-04-19T00:00:00Z,7,275
Onondaga,2020-04-19T00:00:00Z,19,637
Orange,2020-04-19T00:00:00Z,211,6514
Oswego,2020-04-19T00:00:00Z,2,47
Otsego,2020-04-19T00:00:00Z,4,48
Putnam,2020-04-19T00:00:00Z,7,778
Rensselaer,2020-04-19T00:00:00Z,6,186
Rockland,2020-04-19T00:00:00Z,334,9364
Saratoga,2020-04-19T00:00:00Z,7,251
Schenectady,2020-04-19T00:00:00Z,14,295
Steuben,2020-04-19T00:00:00Z,23,181
Suffolk,2020-04-19T00:00:00Z,693,26888
Sullivan,2020-04-19T00:00:00Z,11,537
Ulster,2020-04-19T00:00:00Z,16,960
Washington,2020-04-19T00:00:00Z,2,63
Westchester,2020-04-19T00:00:00Z,668,23803
Wyoming,2020-04-19T00:00:00Z,3,44
