date,cases,deaths,p_cases,p_deaths,diff,p_diff,d_diff,p.d_diff
2020-06-08T00:00:00Z,1948912,110294,593.7469023192555,33.601681781629935,16982,5.173660942713468,554,0.16877918750814302
2020-06-09T00:00:00Z,1967489,111259,599.4064889010943,33.895674409690145,18577,5.65958658183888,965,0.2939926280602094
2020-06-10T00:00:00Z,1987931,112165,605.6342581268009,34.17169235893631,20442,6.227769225706538,906,0.2760179492461674
2020-06-11T00:00:00Z,2010451,113040,612.4951016334495,34.438265985415775,22520,6.860843506648621,875,0.26657362647946314
2020-06-12T00:00:00Z,2036155,113808,620.3259684849104,34.67224146557147,25704,7.830866851460883,768,0.23397548015569214
2020-06-13T00:00:00Z,2061882,114539,628.1638424145528,34.89494468952174,25727,7.8378739296424556,731,0.2227032239502762
2020-06-14T00:00:00Z,2082346,114875,634.398314062868,34.99730896208986,20464,6.234471648315207,336,0.10236427256811709
2020-06-15T00:00:00Z,2100925,115279,640.0585099558532,35.12038981363009,18579,5.6601958929851435,404,0.12308085154023019
2020-06-16T00:00:00Z,2125427,116047,647.5231808084245,35.35436529378578,24502,7.464670852571317,768,0.23397548015569214
2020-06-17T00:00:00Z,2149868,116826,654.9692676710355,35.59169198524579,24441,7.446086862610969,779,0.23732669146000518
2020-06-18T00:00:00Z,2177039,117523,663.2470642482624,35.80403691971,27171,8.277796577226923,697,0.21234493446421254
2020-06-19T00:00:00Z,2207977,118269,672.6724983694301,36.03130997725707,30938,9.425434121167655,746,0.22727305754706606
2020-06-20T00:00:00Z,2239696,118830,682.335868493204,36.202221753777046,31719,9.663370123773916,561,0.17091177651997924
2020-06-21T00:00:00Z,2266535,119094,690.5125194201552,36.28265082508056,26839,8.176650926951197,264,0.08042907130351296
2020-06-22T00:00:00Z,2295900,119461,699.4587303248061,36.39445942041537,29365,8.946210904650911,367,0.11180859533481424
2020-06-23T00:00:00Z,2330840,120280,710.1033960495976,36.64397233480016,34940,10.64466572479148,819,0.24951291438478762
2020-06-24T00:00:00Z,2366246,121031,720.8900312714627,36.872768670212814,35406,10.78663522186514,751,0.2287963354126532
2020-06-25T00:00:00Z,2405314,121644,732.792315202091,37.059522536535006,39068,11.9022839306283,613,0.18675386632219215
2020-06-26T00:00:00Z,2451083,122276,746.7360961281923,37.25206485874646,45769,13.94378092610134,632,0.19254232221145173
2020-06-27T00:00:00Z,2493376,124651,759.6208942821306,37.975621844905014,42293,12.884798153938277,2375,0.723556986158556
2020-06-28T00:00:00Z,2533210,124911,771.7565443817684,38.05483229391605,39834,12.135650099637814,260,0.07921044901103613
2020-06-29T00:00:00Z,2572246,125232,783.6490793340569,38.15262673288738,39036,11.892534952288429,321,0.09779443897132722
2020-06-30T00:00:00Z,2618532,126538,797.7503671914609,38.55050691138129,46286,14.101287857404031,1306,0.39788017849391366
2020-07-01T00:00:00Z,2668160,127239,812.8698139742299,38.76407046813799,49628,15.119446782769046,701,0.21356355675669647
2020-07-02T00:00:00Z,2723645,127943,829.7736284487593,38.978547991614036,55485,16.903814474529327,704,0.21447752347604876
2020-07-03T00:00:00Z,2777240,128497,846.101643890093,39.14732717912218,53595,16.32801544133372,554,0.16877918750814302
2020-07-04T00:00:00Z,2822443,128756,859.8729897618089,39.226232972560105,45203,13.77134587171588,259,0.07890579343792581
2020-07-05T00:00:00Z,2864291,128976,872.622216185709,39.29325719864637,41848,12.749226423900154,220,0.0670242260862679
2020-07-06T00:00:00Z,2917752,129352,888.9094077802447,39.40780769413926,53461,16.28719159453567,376,0.11455049549288532
2020-07-07T00:00:00Z,2973680,130266,905.948184673666,39.68626288797038,55928,17.0387768934213,914,0.27845519383112105
2020-07-08T00:00:00Z,3031644,131117,923.6072403139582,39.94552478069498,57964,17.659055640292195,851,0.2592618927246022
2020-07-09T00:00:00Z,3093539,132093,942.4638970121828,40.242868620059504,61895,18.856656698224583,976,0.29734383936452247
2020-07-10T00:00:00Z,3163057,132923,963.6429431442965,40.4957327457486,69518,21.17904613211374,830,0.25286412568909356
2020-07-11T00:00:00Z,3222660,133583,981.8013292689315,40.696805424007394,59603,18.158386124634944,660,0.2010726782587966
2020-07-12T00:00:00Z,3280169,134043,999.3217666234543,40.836946987642314,57509,17.52043735452287,460,0.14014156363491992
2020-07-13T00:00:00Z,3335773,134381,1016.261835111185,40.939920571356666,55604,16.940068487730628,338,0.10297358371435195
2020-07-14T00:00:00Z,3403673,135286,1036.9479485259915,41.215633865029716,67900,20.686113414806528,905,0.27571329367305
2020-07-15T00:00:00Z,3469092,136177,1056.8782114638886,41.487081980679086,65419,19.93026293789717,891,0.27144811564937044
2020-07-16T00:00:00Z,3549411,137088,1081.3478424412651,41.764623207790855,80319,24.469630977376482,911,0.27754122711176876
2020-07-17T00:00:00Z,3617879,137952,1102.2070002216035,42.027845622966005,68468,20.859157780338364,864,0.2632224151751501
2020-07-18T00:00:00Z,3684408,138865,1122.4754308456634,42.30599616122401,66529,20.268430624059874,913,0.2781505382580036
2020-07-19T00:00:00Z,3745448,139262,1141.0716070288709,42.4269444237524,61040,18.59617618320749,397,0.12094826252839397
2020-07-20T00:00:00Z,3804126,139686,1158.9481867483703,42.55611838675503,58678,17.876579719499432,424,0.1291739630026285
2020-07-21T00:00:00Z,3870819,140706,1179.2665808864217,42.866867071336806,66693,20.318394138051417,1020,0.3107486845817746
2020-07-22T00:00:00Z,3938097,141720,1199.763198534748,43.17578782247987,67278,20.496617648326264,1014,0.30892075114306294
2020-07-23T00:00:00Z,4006505,142803,1220.6040769806991,43.50572980816816,68408,20.840878445951148,1083,0.32994198568829347
2020-07-24T00:00:00Z,4080584,144031,1243.1726571818106,43.879846851958774,74079,22.568580201111445,1228,0.37411704379061206
2020-07-25T00:00:00Z,4145071,144706,1262.8189811255606,44.08548936381437,64487,19.646323943750076,675,0.20564251185559357
2020-07-26T00:00:00Z,4199864,145154,1279.5119739434913,44.22197506057185,54793,16.692992817930644,448,0.13648569675748234
2020-07-27T00:00:00Z,4259226,146858,1297.5969380750046,44.74110815716729,59362,18.08496413151329,1704,0.5191330965954393
