NAME,date,deaths
Arkansas,2020-05-21T00:00:00Z,110
California,2020-05-21T00:00:00Z,3583
Colorado,2020-05-21T00:00:00Z,1310
Connecticut,2020-05-21T00:00:00Z,3583
Delaware,2020-05-21T00:00:00Z,317
District of Columbia,2020-05-21T00:00:00Z,412
Florida,2020-05-21T00:00:00Z,2144
Georgia,2020-05-21T00:00:00Z,1775
Hawaii,2020-05-21T00:00:00Z,17
Idaho,2020-05-21T00:00:00Z,77
Illinois,2020-05-21T00:00:00Z,4607
Indiana,2020-05-21T00:00:00Z,1913
Iowa,2020-05-21T00:00:00Z,410
Kansas,2020-05-21T00:00:00Z,204
Kentucky,2020-05-21T00:00:00Z,386
Louisiana,2020-05-21T00:00:00Z,2629
Maine,2020-05-21T00:00:00Z,73
Maryland,2020-05-21T00:00:00Z,2159
Massachusetts,2020-05-21T00:00:00Z,6148
Michigan,2020-05-21T00:00:00Z,5366
Minnesota,2020-05-21T00:00:00Z,818
Mississippi,2020-05-21T00:00:00Z,580
Missouri,2020-05-21T00:00:00Z,749
Montana,2020-05-21T00:00:00Z,16
Nebraska,2020-05-21T00:00:00Z,138
Nevada,2020-05-21T00:00:00Z,383
New Hampshire,2020-05-21T00:00:00Z,199
New Jersey,2020-05-21T00:00:00Z,12623
New Mexico,2020-05-21T00:00:00Z,294
New York,2020-05-21T00:00:00Z,29790
North Carolina,2020-05-21T00:00:00Z,734
North Dakota,2020-05-21T00:00:00Z,51
Ohio,2020-05-21T00:00:00Z,1837
Oklahoma,2020-05-21T00:00:00Z,304
Oregon,2020-05-21T00:00:00Z,145
Pennsylvania,2020-05-21T00:00:00Z,4869
Puerto Rico,2020-05-21T00:00:00Z,126
Rhode Island,2020-05-21T00:00:00Z,556
South Carolina,2020-05-21T00:00:00Z,416
South Dakota,2020-05-21T00:00:00Z,48
Tennessee,2020-05-21T00:00:00Z,313
Texas,2020-05-21T00:00:00Z,1533
Utah,2020-05-21T00:00:00Z,92
Vermont,2020-05-21T00:00:00Z,54
Virginia,2020-05-21T00:00:00Z,1100
Washington,2020-05-21T00:00:00Z,1044
West Virginia,2020-05-21T00:00:00Z,70
Wisconsin,2020-05-21T00:00:00Z,533
Wyoming,2020-05-21T00:00:00Z,12
United States,2020-05-22T00:00:00Z,99203
Alabama,2020-05-22T00:00:00Z,541
Alaska,2020-05-22T00:00:00Z,10
Arizona,2020-05-22T00:00:00Z,775
Arkansas,2020-05-22T00:00:00Z,113
California,2020-05-22T00:00:00Z,3665
Colorado,2020-05-22T00:00:00Z,1324
Connecticut,2020-05-22T00:00:00Z,3637
Delaware,2020-05-22T00:00:00Z,322
District of Columbia,2020-05-22T00:00:00Z,418
Florida,2020-05-22T00:00:00Z,2190
Georgia,2020-05-22T00:00:00Z,1808
Hawaii,2020-05-22T00:00:00Z,17
Idaho,2020-05-22T00:00:00Z,79
Illinois,2020-05-22T00:00:00Z,4715
Indiana,2020-05-22T00:00:00Z,1941
Iowa,2020-05-22T00:00:00Z,424
Kansas,2020-05-22T00:00:00Z,205
Kentucky,2020-05-22T00:00:00Z,391
Louisiana,2020-05-22T00:00:00Z,2668
Maine,2020-05-22T00:00:00Z,75
Maryland,2020-05-22T00:00:00Z,2207
Massachusetts,2020-05-22T00:00:00Z,6228
Michigan,2020-05-22T00:00:00Z,5395
Minnesota,2020-05-22T00:00:00Z,851
Mississippi,2020-05-22T00:00:00Z,595
Missouri,2020-05-22T00:00:00Z,758
Montana,2020-05-22T00:00:00Z,16
Nebraska,2020-05-22T00:00:00Z,147
Nevada,2020-05-22T00:00:00Z,386
New Hampshire,2020-05-22T00:00:00Z,204
New Jersey,2020-05-22T00:00:00Z,12769
New Mexico,2020-05-22T00:00:00Z,302
New York,2020-05-22T00:00:00Z,29864
North Carolina,2020-05-22T00:00:00Z,775
North Dakota,2020-05-22T00:00:00Z,52
Ohio,2020-05-22T00:00:00Z,1872
Oklahoma,2020-05-22T00:00:00Z,307
Oregon,2020-05-22T00:00:00Z,147
Pennsylvania,2020-05-22T00:00:00Z,5010
Puerto Rico,2020-05-22T00:00:00Z,126
Rhode Island,2020-05-22T00:00:00Z,579
South Carolina,2020-05-22T00:00:00Z,419
South Dakota,2020-05-22T00:00:00Z,50
Tennessee,2020-05-22T00:00:00Z,315
Texas,2020-05-22T00:00:00Z,1546
Utah,2020-05-22T00:00:00Z,93
Vermont,2020-05-22T00:00:00Z,54
Virginia,2020-05-22T00:00:00Z,1136
Washington,2020-05-22T00:00:00Z,1050
West Virginia,2020-05-22T00:00:00Z,72
Wisconsin,2020-05-22T00:00:00Z,543
Wyoming,2020-05-22T00:00:00Z,12
United States,2020-05-23T00:00:00Z,100337
Alabama,2020-05-23T00:00:00Z,549
Alaska,2020-05-23T00:00:00Z,10
Arizona,2020-05-23T00:00:00Z,801
Arkansas,2020-05-23T00:00:00Z,115
California,2020-05-23T00:00:00Z,3737
Colorado,2020-05-23T00:00:00Z,1327
Connecticut,2020-05-23T00:00:00Z,3675
Delaware,2020-05-23T00:00:00Z,322
District of Columbia,2020-05-23T00:00:00Z,427
Florida,2020-05-23T00:00:00Z,2233
Georgia,2020-05-23T00:00:00Z,1822
Hawaii,2020-05-23T00:00:00Z,17
Idaho,2020-05-23T00:00:00Z,79
Illinois,2020-05-23T00:00:00Z,4790
Indiana,2020-05-23T00:00:00Z,1964
Iowa,2020-05-23T00:00:00Z,446
Kansas,2020-05-23T00:00:00Z,205
Kentucky,2020-05-23T00:00:00Z,391
Louisiana,2020-05-23T00:00:00Z,2668
Maine,2020-05-23T00:00:00Z,77
Maryland,2020-05-23T00:00:00Z,2243
Massachusetts,2020-05-23T00:00:00Z,6304
Michigan,2020-05-23T00:00:00Z,5460
Minnesota,2020-05-23T00:00:00Z,861
Mississippi,2020-05-23T00:00:00Z,616
Missouri,2020-05-23T00:00:00Z,765
Montana,2020-05-23T00:00:00Z,16
Nebraska,2020-05-23T00:00:00Z,147
Nevada,2020-05-23T00:00:00Z,387
New Hampshire,2020-05-23T00:00:00Z,208
New Jersey,2020-05-23T00:00:00Z,12869
New Mexico,2020-05-23T00:00:00Z,308
New York,2020-05-23T00:00:00Z,30032
North Carolina,2020-05-23T00:00:00Z,778
North Dakota,2020-05-23T00:00:00Z,52
Ohio,2020-05-23T00:00:00Z,1956
Oklahoma,2020-05-23T00:00:00Z,311
Oregon,2020-05-23T00:00:00Z,147
Pennsylvania,2020-05-23T00:00:00Z,5112
Puerto Rico,2020-05-23T00:00:00Z,127
Rhode Island,2020-05-23T00:00:00Z,619
South Carolina,2020-05-23T00:00:00Z,425
South Dakota,2020-05-23T00:00:00Z,50
Tennessee,2020-05-23T00:00:00Z,329
Texas,2020-05-23T00:00:00Z,1555
Utah,2020-05-23T00:00:00Z,97
Vermont,2020-05-23T00:00:00Z,54
Virginia,2020-05-23T00:00:00Z,1159
Washington,2020-05-23T00:00:00Z,1050
West Virginia,2020-05-23T00:00:00Z,72
Wisconsin,2020-05-23T00:00:00Z,556
Wyoming,2020-05-23T00:00:00Z,12
United States,2020-05-24T00:00:00Z,100953
Alabama,2020-05-24T00:00:00Z,551
Alaska,2020-05-24T00:00:00Z,10
Arizona,2020-05-24T00:00:00Z,801
Arkansas,2020-05-24T00:00:00Z,116
California,2020-05-24T00:00:00Z,3753
Colorado,2020-05-24T00:00:00Z,1332
Connecticut,2020-05-24T00:00:00Z,3693
Delaware,2020-05-24T00:00:00Z,326
District of Columbia,2020-05-24T00:00:00Z,432
Florida,2020-05-24T00:00:00Z,2237
Georgia,2020-05-24T00:00:00Z,1827
Hawaii,2020-05-24T00:00:00Z,17
Idaho,2020-05-24T00:00:00Z,79
Illinois,2020-05-24T00:00:00Z,4856
Indiana,2020-05-24T00:00:00Z,1976
Iowa,2020-05-24T00:00:00Z,456
Kansas,2020-05-24T00:00:00Z,205
Kentucky,2020-05-24T00:00:00Z,391
Louisiana,2020-05-24T00:00:00Z,2691
Maine,2020-05-24T00:00:00Z,78
Maryland,2020-05-24T00:00:00Z,2277
Massachusetts,2020-05-24T00:00:00Z,6372
Michigan,2020-05-24T00:00:00Z,5466
Minnesota,2020-05-24T00:00:00Z,878
Mississippi,2020-05-24T00:00:00Z,625
Missouri,2020-05-24T00:00:00Z,768
Montana,2020-05-24T00:00:00Z,16
Nebraska,2020-05-24T00:00:00Z,147
Nevada,2020-05-24T00:00:00Z,380
New Hampshire,2020-05-24T00:00:00Z,209
New Jersey,2020-05-24T00:00:00Z,12927
New Mexico,2020-05-24T00:00:00Z,317
New York,2020-05-24T00:00:00Z,30125
North Carolina,2020-05-24T00:00:00Z,784
North Dakota,2020-05-24T00:00:00Z,53
Ohio,2020-05-24T00:00:00Z,1969
Oklahoma,2020-05-24T00:00:00Z,311
Oregon,2020-05-24T00:00:00Z,148
Pennsylvania,2020-05-24T00:00:00Z,5136
Puerto Rico,2020-05-24T00:00:00Z,127
Rhode Island,2020-05-24T00:00:00Z,619
South Carolina,2020-05-24T00:00:00Z,435
South Dakota,2020-05-24T00:00:00Z,50
Tennessee,2020-05-24T00:00:00Z,336
Texas,2020-05-24T00:00:00Z,1615
Utah,2020-05-24T00:00:00Z,97
Vermont,2020-05-24T00:00:00Z,54
Virginia,2020-05-24T00:00:00Z,1171
Washington,2020-05-24T00:00:00Z,1061
West Virginia,2020-05-24T00:00:00Z,72
Wisconsin,2020-05-24T00:00:00Z,564
Wyoming,2020-05-24T00:00:00Z,12
United States,2020-05-25T00:00:00Z,101510
Alabama,2020-05-25T00:00:00Z,566
Alaska,2020-05-25T00:00:00Z,10
Arizona,2020-05-25T00:00:00Z,807
Arkansas,2020-05-25T00:00:00Z,117
California,2020-05-25T00:00:00Z,3768
Colorado,2020-05-25T00:00:00Z,1333
Connecticut,2020-05-25T00:00:00Z,3742
Delaware,2020-05-25T00:00:00Z,332
District of Columbia,2020-05-25T00:00:00Z,440
Florida,2020-05-25T00:00:00Z,2252
Georgia,2020-05-25T00:00:00Z,1848
Hawaii,2020-05-25T00:00:00Z,17
Idaho,2020-05-25T00:00:00Z,79
Illinois,2020-05-25T00:00:00Z,4885
Indiana,2020-05-25T00:00:00Z,1984
Iowa,2020-05-25T00:00:00Z,456
Kansas,2020-05-25T00:00:00Z,207
Kentucky,2020-05-25T00:00:00Z,391
Louisiana,2020-05-25T00:00:00Z,2691
Maine,2020-05-25T00:00:00Z,78
Maryland,2020-05-25T00:00:00Z,2302
Massachusetts,2020-05-25T00:00:00Z,6416
Michigan,2020-05-25T00:00:00Z,5479
Minnesota,2020-05-25T00:00:00Z,890
Mississippi,2020-05-25T00:00:00Z,635
Missouri,2020-05-25T00:00:00Z,773
Montana,2020-05-25T00:00:00Z,16
Nebraska,2020-05-25T00:00:00Z,147
Nevada,2020-05-25T00:00:00Z,394
New Hampshire,2020-05-25T00:00:00Z,210
New Jersey,2020-05-25T00:00:00Z,12941
New Mexico,2020-05-25T00:00:00Z,320
New York,2020-05-25T00:00:00Z,30249
North Carolina,2020-05-25T00:00:00Z,790
North Dakota,2020-05-25T00:00:00Z,54
Ohio,2020-05-25T00:00:00Z,1987
Oklahoma,2020-05-25T00:00:00Z,313
Oregon,2020-05-25T00:00:00Z,148
Pennsylvania,2020-05-25T00:00:00Z,5146
Puerto Rico,2020-05-25T00:00:00Z,129
Rhode Island,2020-05-25T00:00:00Z,619
South Carolina,2020-05-25T00:00:00Z,440
South Dakota,2020-05-25T00:00:00Z,50
Tennessee,2020-05-25T00:00:00Z,338
Texas,2020-05-25T00:00:00Z,1624
Utah,2020-05-25T00:00:00Z,98
Vermont,2020-05-25T00:00:00Z,54
Virginia,2020-05-25T00:00:00Z,1208
Washington,2020-05-25T00:00:00Z,1070
West Virginia,2020-05-25T00:00:00Z,72
Wisconsin,2020-05-25T00:00:00Z,578
Wyoming,2020-05-25T00:00:00Z,12
United States,2020-05-26T00:00:00Z,102174
Alabama,2020-05-26T00:00:00Z,580
Alaska,2020-05-26T00:00:00Z,10
Arizona,2020-05-26T00:00:00Z,810
Arkansas,2020-05-26T00:00:00Z,119
California,2020-05-26T00:00:00Z,3818
Colorado,2020-05-26T00:00:00Z,1352
Connecticut,2020-05-26T00:00:00Z,3769
Delaware,2020-05-26T00:00:00Z,335
District of Columbia,2020-05-26T00:00:00Z,440
Florida,2020-05-26T00:00:00Z,2259
Georgia,2020-05-26T00:00:00Z,1896
Hawaii,2020-05-26T00:00:00Z,17
Idaho,2020-05-26T00:00:00Z,79
Illinois,2020-05-26T00:00:00Z,4923
Indiana,2020-05-26T00:00:00Z,2004
Iowa,2020-05-26T00:00:00Z,477
Kansas,2020-05-26T00:00:00Z,210
Kentucky,2020-05-26T00:00:00Z,394
Louisiana,2020-05-26T00:00:00Z,2702
Maine,2020-05-26T00:00:00Z,79
Maryland,2020-05-26T00:00:00Z,2333
Massachusetts,2020-05-26T00:00:00Z,6473
Michigan,2020-05-26T00:00:00Z,5506
Minnesota,2020-05-26T00:00:00Z,908
Mississippi,2020-05-26T00:00:00Z,652
Missouri,2020-05-26T00:00:00Z,780
Montana,2020-05-26T00:00:00Z,17
Nebraska,2020-05-26T00:00:00Z,147
Nevada,2020-05-26T00:00:00Z,394
New Hampshire,2020-05-26T00:00:00Z,214
New Jersey,2020-05-26T00:00:00Z,12994
New Mexico,2020-05-26T00:00:00Z,325
New York,2020-05-26T00:00:00Z,30276
North Carolina,2020-05-26T00:00:00Z,801
North Dakota,2020-05-26T00:00:00Z,54
Ohio,2020-05-26T00:00:00Z,2002
Oklahoma,2020-05-26T00:00:00Z,318
Oregon,2020-05-26T00:00:00Z,148
Pennsylvania,2020-05-26T00:00:00Z,5163
Puerto Rico,2020-05-26T00:00:00Z,129
Rhode Island,2020-05-26T00:00:00Z,634
South Carolina,2020-05-26T00:00:00Z,446
South Dakota,2020-05-26T00:00:00Z,50
Tennessee,2020-05-26T00:00:00Z,343
Texas,2020-05-26T00:00:00Z,1641
Utah,2020-05-26T00:00:00Z,101
Vermont,2020-05-26T00:00:00Z,54
Virginia,2020-05-26T00:00:00Z,1236
Washington,2020-05-26T00:00:00Z,1078
West Virginia,2020-05-26T00:00:00Z,72
Wisconsin,2020-05-26T00:00:00Z,594
Wyoming,2020-05-26T00:00:00Z,13
United States,2020-05-27T00:00:00Z,103682
Alabama,2020-05-27T00:00:00Z,583
Alaska,2020-05-27T00:00:00Z,10
Arizona,2020-05-27T00:00:00Z,834
Arkansas,2020-05-27T00:00:00Z,120
California,2020-05-27T00:00:00Z,3894
Colorado,2020-05-27T00:00:00Z,1392
Connecticut,2020-05-27T00:00:00Z,3803
Delaware,2020-05-27T00:00:00Z,344
District of Columbia,2020-05-27T00:00:00Z,445
Florida,2020-05-27T00:00:00Z,2319
Georgia,2020-05-27T00:00:00Z,1933
Hawaii,2020-05-27T00:00:00Z,17
Idaho,2020-05-27T00:00:00Z,81
Illinois,2020-05-27T00:00:00Z,5083
Indiana,2020-05-27T00:00:00Z,2030
Iowa,2020-05-27T00:00:00Z,496
Kansas,2020-05-27T00:00:00Z,213
Kentucky,2020-05-27T00:00:00Z,400
Louisiana,2020-05-27T00:00:00Z,2723
Maine,2020-05-27T00:00:00Z,81
Maryland,2020-05-27T00:00:00Z,2392
Massachusetts,2020-05-27T00:00:00Z,6547
Michigan,2020-05-27T00:00:00Z,5574
Minnesota,2020-05-27T00:00:00Z,942
Mississippi,2020-05-27T00:00:00Z,670
Missouri,2020-05-27T00:00:00Z,776
Montana,2020-05-27T00:00:00Z,17
Nebraska,2020-05-27T00:00:00Z,153
Nevada,2020-05-27T00:00:00Z,402
New Hampshire,2020-05-27T00:00:00Z,223
New Jersey,2020-05-27T00:00:00Z,13143
New Mexico,2020-05-27T00:00:00Z,329
New York,2020-05-27T00:00:00Z,30462
North Carolina,2020-05-27T00:00:00Z,844
North Dakota,2020-05-27T00:00:00Z,56
Ohio,2020-05-27T00:00:00Z,2044
Oklahoma,2020-05-27T00:00:00Z,322
Oregon,2020-05-27T00:00:00Z,148
Pennsylvania,2020-05-27T00:00:00Z,5265
Puerto Rico,2020-05-27T00:00:00Z,129
Rhode Island,2020-05-27T00:00:00Z,655
South Carolina,2020-05-27T00:00:00Z,466
South Dakota,2020-05-27T00:00:00Z,54
Tennessee,2020-05-27T00:00:00Z,353
Texas,2020-05-27T00:00:00Z,1682
Utah,2020-05-27T00:00:00Z,105
Vermont,2020-05-27T00:00:00Z,54
Virginia,2020-05-27T00:00:00Z,1281
Washington,2020-05-27T00:00:00Z,1095
West Virginia,2020-05-27T00:00:00Z,74
Wisconsin,2020-05-27T00:00:00Z,605
Wyoming,2020-05-27T00:00:00Z,14
United States,2020-05-28T00:00:00Z,104865
Alabama,2020-05-28T00:00:00Z,591
Alaska,2020-05-28T00:00:00Z,10
Arizona,2020-05-28T00:00:00Z,860
Arkansas,2020-05-28T00:00:00Z,125
California,2020-05-28T00:00:00Z,3993
Colorado,2020-05-28T00:00:00Z,1421
Connecticut,2020-05-28T00:00:00Z,3826
Delaware,2020-05-28T00:00:00Z,345
District of Columbia,2020-05-28T00:00:00Z,453
Florida,2020-05-28T00:00:00Z,2364
Georgia,2020-05-28T00:00:00Z,1973
Hawaii,2020-05-28T00:00:00Z,17
Idaho,2020-05-28T00:00:00Z,82
Illinois,2020-05-28T00:00:00Z,5186
Indiana,2020-05-28T00:00:00Z,2068
Iowa,2020-05-28T00:00:00Z,506
Kansas,2020-05-28T00:00:00Z,214
Kentucky,2020-05-28T00:00:00Z,409
Louisiana,2020-05-28T00:00:00Z,2741
Maine,2020-05-28T00:00:00Z,84
Maryland,2020-05-28T00:00:00Z,2428
Massachusetts,2020-05-28T00:00:00Z,6640
Michigan,2020-05-28T00:00:00Z,5612
Minnesota,2020-05-28T00:00:00Z,977
Mississippi,2020-05-28T00:00:00Z,693
Missouri,2020-05-28T00:00:00Z,789
Montana,2020-05-28T00:00:00Z,17
Nebraska,2020-05-28T00:00:00Z,163
Nevada,2020-05-28T00:00:00Z,406
New Hampshire,2020-05-28T00:00:00Z,232
New Jersey,2020-05-28T00:00:00Z,13218
New Mexico,2020-05-28T00:00:00Z,335
New York,2020-05-28T00:00:00Z,30482
North Carolina,2020-05-28T00:00:00Z,876
North Dakota,2020-05-28T00:00:00Z,57
Ohio,2020-05-28T00:00:00Z,2098
Oklahoma,2020-05-28T00:00:00Z,325
Oregon,2020-05-28T00:00:00Z,151
Pennsylvania,2020-05-28T00:00:00Z,5373
Puerto Rico,2020-05-28T00:00:00Z,131
Rhode Island,2020-05-28T00:00:00Z,677
South Carolina,2020-05-28T00:00:00Z,470
South Dakota,2020-05-28T00:00:00Z,54
Tennessee,2020-05-28T00:00:00Z,356
Texas,2020-05-28T00:00:00Z,1717
Utah,2020-05-28T00:00:00Z,106
Vermont,2020-05-28T00:00:00Z,55
Virginia,2020-05-28T00:00:00Z,1338
Washington,2020-05-28T00:00:00Z,1106
West Virginia,2020-05-28T00:00:00Z,74
Wisconsin,2020-05-28T00:00:00Z,621
Wyoming,2020-05-28T00:00:00Z,15
United States,2020-05-29T00:00:00Z,106020
Alabama,2020-05-29T00:00:00Z,610
Alaska,2020-05-29T00:00:00Z,10
Arizona,2020-05-29T00:00:00Z,886
Arkansas,2020-05-29T00:00:00Z,132
California,2020-05-29T00:00:00Z,4077
Colorado,2020-05-29T00:00:00Z,1436
Connecticut,2020-05-29T00:00:00Z,3868
Delaware,2020-05-29T00:00:00Z,356
District of Columbia,2020-05-29T00:00:00Z,460
Florida,2020-05-29T00:00:00Z,2413
Georgia,2020-05-29T00:00:00Z,1987
Hawaii,2020-05-29T00:00:00Z,17
Idaho,2020-05-29T00:00:00Z,82
Illinois,2020-05-29T00:00:00Z,5270
Indiana,2020-05-29T00:00:00Z,2110
Iowa,2020-05-29T00:00:00Z,524
Kansas,2020-05-29T00:00:00Z,215
Kentucky,2020-05-29T00:00:00Z,418
Louisiana,2020-05-29T00:00:00Z,2767
Maine,2020-05-29T00:00:00Z,85
Maryland,2020-05-29T00:00:00Z,2466
Massachusetts,2020-05-29T00:00:00Z,6718
Michigan,2020-05-29T00:00:00Z,5646
Minnesota,2020-05-29T00:00:00Z,1006
Mississippi,2020-05-29T00:00:00Z,710
Missouri,2020-05-29T00:00:00Z,794
Montana,2020-05-29T00:00:00Z,17
Nebraska,2020-05-29T00:00:00Z,164
Nevada,2020-05-29T00:00:00Z,406
New Hampshire,2020-05-29T00:00:00Z,238
New Jersey,2020-05-29T00:00:00Z,13345
New Mexico,2020-05-29T00:00:00Z,344
New York,2020-05-29T00:00:00Z,30578
North Carolina,2020-05-29T00:00:00Z,919
North Dakota,2020-05-29T00:00:00Z,59
Ohio,2020-05-29T00:00:00Z,2131
Oklahoma,2020-05-29T00:00:00Z,329
Oregon,2020-05-29T00:00:00Z,151
Pennsylvania,2020-05-29T00:00:00Z,5464
Puerto Rico,2020-05-29T00:00:00Z,132
Rhode Island,2020-05-29T00:00:00Z,693
South Carolina,2020-05-29T00:00:00Z,483
South Dakota,2020-05-29T00:00:00Z,59
Tennessee,2020-05-29T00:00:00Z,361
Texas,2020-05-29T00:00:00Z,1725
Utah,2020-05-29T00:00:00Z,107
Vermont,2020-05-29T00:00:00Z,55
Virginia,2020-05-29T00:00:00Z,1358
Washington,2020-05-29T00:00:00Z,1111
West Virginia,2020-05-29T00:00:00Z,74
Wisconsin,2020-05-29T00:00:00Z,634
Wyoming,2020-05-29T00:00:00Z,15
United States,2020-05-30T00:00:00Z,106974
Alabama,2020-05-30T00:00:00Z,618
Alaska,2020-05-30T00:00:00Z,10
Arizona,2020-05-30T00:00:00Z,904
Arkansas,2020-05-30T00:00:00Z,133
California,2020-05-30T00:00:00Z,4144
Colorado,2020-05-30T00:00:00Z,1443
Connecticut,2020-05-30T00:00:00Z,3912
Delaware,2020-05-30T00:00:00Z,361
District of Columbia,2020-05-30T00:00:00Z,462
Florida,2020-05-30T00:00:00Z,2447
Georgia,2020-05-30T00:00:00Z,2004
Hawaii,2020-05-30T00:00:00Z,17
Idaho,2020-05-30T00:00:00Z,82
Illinois,2020-05-30T00:00:00Z,5330
Indiana,2020-05-30T00:00:00Z,2125
Iowa,2020-05-30T00:00:00Z,531
Kansas,2020-05-30T00:00:00Z,215
Kentucky,2020-05-30T00:00:00Z,431
Louisiana,2020-05-30T00:00:00Z,2786
Maine,2020-05-30T00:00:00Z,89
Maryland,2020-05-30T00:00:00Z,2509
Massachusetts,2020-05-30T00:00:00Z,6768
Michigan,2020-05-30T00:00:00Z,5704
Minnesota,2020-05-30T00:00:00Z,1036
Mississippi,2020-05-30T00:00:00Z,723
Missouri,2020-05-30T00:00:00Z,812
Montana,2020-05-30T00:00:00Z,17
Nebraska,2020-05-30T00:00:00Z,170
Nevada,2020-05-30T00:00:00Z,417
New Hampshire,2020-05-30T00:00:00Z,238
New Jersey,2020-05-30T00:00:00Z,13450
New Mexico,2020-05-30T00:00:00Z,351
New York,2020-05-30T00:00:00Z,30649
North Carolina,2020-05-30T00:00:00Z,929
North Dakota,2020-05-30T00:00:00Z,60
Ohio,2020-05-30T00:00:00Z,2149
Oklahoma,2020-05-30T00:00:00Z,334
Oregon,2020-05-30T00:00:00Z,153
Pennsylvania,2020-05-30T00:00:00Z,5537
Puerto Rico,2020-05-30T00:00:00Z,133
Rhode Island,2020-05-30T00:00:00Z,711
South Carolina,2020-05-30T00:00:00Z,487
South Dakota,2020-05-30T00:00:00Z,62
Tennessee,2020-05-30T00:00:00Z,364
Texas,2020-05-30T00:00:00Z,1771
Utah,2020-05-30T00:00:00Z,112
Vermont,2020-05-30T00:00:00Z,55
Virginia,2020-05-30T00:00:00Z,1370
Washington,2020-05-30T00:00:00Z,1118
West Virginia,2020-05-30T00:00:00Z,75
Wisconsin,2020-05-30T00:00:00Z,645
Wyoming,2020-05-30T00:00:00Z,16
United States,2020-05-31T00:00:00Z,107663
Alabama,2020-05-31T00:00:00Z,630
Alaska,2020-05-31T00:00:00Z,10
Arizona,2020-05-31T00:00:00Z,907
Arkansas,2020-05-31T00:00:00Z,133
California,2020-05-31T00:00:00Z,4172
Colorado,2020-05-31T00:00:00Z,1445
Connecticut,2020-05-31T00:00:00Z,3944
Delaware,2020-05-31T00:00:00Z,366
District of Columbia,2020-05-31T00:00:00Z,466
Florida,2020-05-31T00:00:00Z,2451
Georgia,2020-05-31T00:00:00Z,2053
Hawaii,2020-05-31T00:00:00Z,17
Idaho,2020-05-31T00:00:00Z,82
Illinois,2020-05-31T00:00:00Z,5390
Indiana,2020-05-31T00:00:00Z,2134
Iowa,2020-05-31T00:00:00Z,535
Kansas,2020-05-31T00:00:00Z,215
Kentucky,2020-05-31T00:00:00Z,431
Louisiana,2020-05-31T00:00:00Z,2791
Maine,2020-05-31T00:00:00Z,89
Maryland,2020-05-31T00:00:00Z,2532
Massachusetts,2020-05-31T00:00:00Z,6846
Michigan,2020-05-31T00:00:00Z,5731
Minnesota,2020-05-31T00:00:00Z,1050
Mississippi,2020-05-31T00:00:00Z,734
Missouri,2020-05-31T00:00:00Z,814
Montana,2020-05-31T00:00:00Z,17
Nebraska,2020-05-31T00:00:00Z,170
Nevada,2020-05-31T00:00:00Z,417
New Hampshire,2020-05-31T00:00:00Z,245
New Jersey,2020-05-31T00:00:00Z,13518
New Mexico,2020-05-31T00:00:00Z,356
New York,2020-05-31T00:00:00Z,30699
North Carolina,2020-05-31T00:00:00Z,937
North Dakota,2020-05-31T00:00:00Z,61
Ohio,2020-05-31T00:00:00Z,2155
Oklahoma,2020-05-31T00:00:00Z,334
Oregon,2020-05-31T00:00:00Z,153
Pennsylvania,2020-05-31T00:00:00Z,5555
Puerto Rico,2020-05-31T00:00:00Z,136
Rhode Island,2020-05-31T00:00:00Z,825
South Carolina,2020-05-31T00:00:00Z,494
South Dakota,2020-05-31T00:00:00Z,62
Tennessee,2020-05-31T00:00:00Z,364
Texas,2020-05-31T00:00:00Z,1790
Utah,2020-05-31T00:00:00Z,113
Vermont,2020-05-31T00:00:00Z,55
Virginia,2020-05-31T00:00:00Z,1375
Washington,2020-05-31T00:00:00Z,1118
West Virginia,2020-05-31T00:00:00Z,75
Wisconsin,2020-05-31T00:00:00Z,650
Wyoming,2020-05-31T00:00:00Z,16
United States,2020-06-01T00:00:00Z,108440
Alabama,2020-06-01T00:00:00Z,646
Alaska,2020-06-01T00:00:00Z,10
Arizona,2020-06-01T00:00:00Z,918
Arkansas,2020-06-01T00:00:00Z,133
California,2020-06-01T00:00:00Z,4217
Colorado,2020-06-01T00:00:00Z,1458
Connecticut,2020-06-01T00:00:00Z,3970
Delaware,2020-06-01T00:00:00Z,368
District of Columbia,2020-06-01T00:00:00Z,468
Florida,2020-06-01T00:00:00Z,2460
Georgia,2020-06-01T00:00:00Z,2094
Hawaii,2020-06-01T00:00:00Z,17
Idaho,2020-06-01T00:00:00Z,82
Illinois,2020-06-01T00:00:00Z,5412
Indiana,2020-06-01T00:00:00Z,2143
Iowa,2020-06-01T00:00:00Z,555
Kansas,2020-06-01T00:00:00Z,217
Kentucky,2020-06-01T00:00:00Z,439
Louisiana,2020-06-01T00:00:00Z,2801
Maine,2020-06-01T00:00:00Z,89
Maryland,2020-06-01T00:00:00Z,2552
Massachusetts,2020-06-01T00:00:00Z,7035
Michigan,2020-06-01T00:00:00Z,5758
Minnesota,2020-06-01T00:00:00Z,1060
Mississippi,2020-06-01T00:00:00Z,739
Missouri,2020-06-01T00:00:00Z,815
Montana,2020-06-01T00:00:00Z,17
Nebraska,2020-06-01T00:00:00Z,170
Nevada,2020-06-01T00:00:00Z,417
New Hampshire,2020-06-01T00:00:00Z,245
New Jersey,2020-06-01T00:00:00Z,13547
New Mexico,2020-06-01T00:00:00Z,362
New York,2020-06-01T00:00:00Z,30832
North Carolina,2020-06-01T00:00:00Z,948
