"Notes"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	818	6946936	11.774975
	"Alaska"	"02"	69	1038678	6.643060
	"Arizona"	"04"	838	7959744	10.527977
	"Arkansas"	"05"	336	4106204	8.182740
	"California"	"06"	3647	53930950	6.762351
	"Colorado"	"08"	292	7230404	4.038502
	"Connecticut"	"09"	186	5512049	3.374426
	"Delaware"	"10"	58	1253136	4.628388
	"District of Columbia"	"11"	293	952514	30.760703
	"Florida"	"12"	1809	25205153	7.177104
	"Georgia"	"13"	1229	13458219	9.131966
	"Hawaii"	"15"	73	1943665	3.755791
	"Idaho"	"16"	55	1959781	2.806436
	"Illinois"	"17"	1606	19530955	8.222844
	"Indiana"	"18"	658	9487582	6.935381
	"Iowa"	"19"	95	4392262	2.162895
	"Kansas"	"20"	239	4057771	5.889933
	"Kentucky"	"21"	420	6467858	6.493649
	"Louisiana"	"22"	1037	6813447	15.219903
	"Maine"	"23"	32	2080295	1.538243
	"Maryland"	"24"	844	8784792	9.607513
	"Massachusetts"	"25"	256	10306798	2.483798
	"Michigan"	"26"	1306	15640271	8.350239
	"Minnesota"	"27"	215	7804900	2.754680
	"Mississippi"	"28"	599	4271622	14.022776
	"Missouri"	"29"	680	8707220	7.809611
	"Montana"	"30"	47	1404590	3.346172
	"Nebraska"	"31"	91	2580819	3.526012
	"Nevada"	"32"	282	3413317	8.261758
	"New Hampshire"	"33"	28	2056109	1.361796
	"New Jersey"	"34"	613	13743574	4.460266
	"New Mexico"	"35"	261	2787176	9.364317
	"New York"	"36"	1722	30413477	5.661964
	"North Carolina"	"37"	1194	13164065	9.070147
	"North Dakota"	"38"	20	938251	2.131626
	"Ohio"	"39"	877	17760077	4.938042
	"Oklahoma"	"40"	372	5269081	7.060055
	"Oregon"	"41"	170	5518040	3.080804
	"Pennsylvania"	"42"	1066	19102242	5.580497
	"Rhode Island"	"44"	65	1642622	3.957088
	"South Carolina"	"45"	633	6409817	9.875477
	"South Dakota"	"46"	28	1107868	2.527377
	"Tennessee"	"47"	872	9201979	9.476222
	"Texas"	"48"	2484	32799413	7.573306
	"Utah"	"49"	99	3100468	3.193066
	"Vermont"	"50"	22	988135	2.226416
	"Virginia"	"51"	714	11778089	6.062104
	"Washington"	"53"	343	9625329	3.563515
	"West Virginia"	"54"	154	2871204	5.363604
	"Wisconsin"	"55"	281	8397742	3.346138
	"Wyoming"	"56"	28	776855	3.604276
"Total"			30156	446693545	6.750937
