"Notes"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	11561	7526262	153.608790
	"Alaska"	"02"	1002	1178778	85.003283
	"Arizona"	"04"	7425	9764939	76.037341
	"Arkansas"	"05"	6373	4505554	141.447644
	"California"	"06"	41963	59455873	70.578393
	"Colorado"	"08"	5003	8311680	60.192404
	"Connecticut"	"09"	4019	5770126	69.651859
	"Delaware"	"10"	1368	1418294	96.453909
	"District of Columbia"	"11"	1150	1040738	110.498512
	"Florida"	"12"	26736	29449897	90.784698
	"Georgia"	"13"	17392	15607318	111.434905
	"Hawaii"	"15"	1849	2191173	84.384026
	"Idaho"	"16"	1677	2370448	70.746121
	"Illinois"	"17"	18780	20543595	91.415354
	"Indiana"	"18"	10579	10157735	104.147234
	"Iowa"	"19"	4055	4678122	86.680082
	"Kansas"	"20"	3673	4383218	83.796882
	"Kentucky"	"21"	8919	6975971	127.853169
	"Louisiana"	"22"	9864	7145421	138.046450
	"Maine"	"23"	1636	2180381	75.032758
	"Maryland"	"24"	8922	9475467	94.158948
	"Massachusetts"	"25"	6729	10657160	63.140649
	"Michigan"	"26"	17144	15614868	109.792795
	"Minnesota"	"27"	4679	8511572	54.972219
	"Mississippi"	"28"	7391	4576637	161.494128
	"Missouri"	"29"	10601	9406889	112.694005
	"Montana"	"30"	1312	1572222	83.448775
	"Nebraska"	"31"	1946	2813764	69.160029
	"Nevada"	"32"	4841	4388522	110.310487
	"New Hampshire"	"33"	1377	2183501	63.063859
	"New Jersey"	"34"	10263	14321502	71.661478
	"New Mexico"	"35"	2479	3190840	77.691141
	"New York"	"36"	25052	31384419	79.823049
	"North Carolina"	"37"	15026	15257204	98.484624
	"North Dakota"	"38"	778	1033176	75.301788
	"Ohio"	"39"	18845	18259656	103.205668
	"Oklahoma"	"40"	7900	5798755	136.236140
	"Oregon"	"41"	3981	6222853	63.973872
	"Pennsylvania"	"42"	18802	20086176	93.606668
	"Rhode Island"	"44"	1228	1669547	73.552886
	"South Carolina"	"45"	9600	7316890	131.203284
	"South Dakota"	"46"	971	1241251	78.227530
	"Tennessee"	"47"	13399	10180367	131.616080
	"Texas"	"48"	35198	39400047	89.334919
	"Utah"	"49"	1971	3978673	49.539130
	"Vermont"	"50"	692	1020586	67.804183
	"Virginia"	"51"	10946	13110241	83.491982
	"Washington"	"53"	7138	11017453	64.788114
	"West Virginia"	"54"	3679	2993043	122.918381
	"Wisconsin"	"55"	6929	9063553	76.449048
	"Wyoming"	"56"	784	904278	86.699002
"Total"			445627	491306635	90.702418
