"Notes"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	37117	7101098	522.69381
	"Alaska"	"02"	3683	1075936	342.30661
	"Arizona"	"04"	32556	8624316	377.49081
	"Arkansas"	"05"	21176	4235191	500.00106
	"California"	"06"	173373	56104425	309.01841
	"Colorado"	"08"	22455	7525689	298.37800
	"Connecticut"	"09"	17301	5621396	307.77053
	"Delaware"	"10"	5246	1316986	398.33377
	"District of Columbia"	"11"	5559	956180	581.37589
	"Florida"	"12"	113224	27078131	418.13816
	"Georgia"	"13"	59532	14152071	420.65928
	"Hawaii"	"15"	6366	2028472	313.83228
	"Idaho"	"16"	6728	2090706	321.80517
	"Illinois"	"17"	70393	19849279	354.63757
	"Indiana"	"18"	38177	9714415	392.99330
	"Iowa"	"19"	14396	4456222	323.05392
	"Kansas"	"20"	14851	4131532	359.45504
	"Kentucky"	"21"	31032	6638562	467.45063
	"Louisiana"	"22"	36886	7001376	526.83930
	"Maine"	"23"	7557	2140701	353.01520
	"Maryland"	"24"	34671	9074026	382.09060
	"Massachusetts"	"25"	32204	10392336	309.88221
	"Michigan"	"26"	61445	15799843	388.89627
	"Minnesota"	"27"	21533	8034169	268.01776
	"Mississippi"	"28"	24262	4376767	554.33611
	"Missouri"	"29"	37335	8933431	417.92454
	"Montana"	"30"	5533	1449470	381.72573
	"Nebraska"	"31"	8129	2643048	307.56157
	"Nevada"	"32"	16300	3832405	425.32039
	"New Hampshire"	"33"	6307	2122454	297.15603
	"New Jersey"	"34"	46211	14008462	329.87918
	"New Mexico"	"35"	11905	2913679	408.58996
	"New York"	"36"	101373	30767963	329.47583
	"North Carolina"	"37"	56611	13782148	410.75600
	"North Dakota"	"38"	2941	947849	310.28149
	"Ohio"	"39"	71627	17985127	398.25685
	"Oklahoma"	"40"	26473	5385798	491.53347
	"Oregon"	"41"	20277	5750431	352.61705
	"Pennsylvania"	"42"	75553	19426873	388.90973
	"Rhode Island"	"44"	5575	1685407	330.78064
	"South Carolina"	"45"	32661	6681832	488.80307
	"South Dakota"	"46"	4040	1140259	354.30547
	"Tennessee"	"47"	46500	9503645	489.28595
	"Texas"	"48"	125639	34692035	362.15517
	"Utah"	"49"	9513	3350074	283.96388
	"Vermont"	"50"	3008	1004004	299.60040
	"Virginia"	"51"	42708	12225746	349.32838
	"Washington"	"53"	31464	10027899	313.76463
	"West Virginia"	"54"	14581	2914532	500.28615
	"Wisconsin"	"55"	27144	8634575	314.36405
	"Wyoming"	"56"	3095	801580	386.11243
"Total"			1724226	462130551	373.10366
