"Notes"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	40614	7526262	539.63043
	"Alaska"	"02"	4353	1178778	369.28073
	"Arizona"	"04"	35736	9764939	365.96235
	"Arkansas"	"05"	23376	4505554	518.82632
	"California"	"06"	175357	59455873	294.93638
	"Colorado"	"08"	25608	8311680	308.09656
	"Connecticut"	"09"	17291	5770126	299.66417
	"Delaware"	"10"	5797	1418294	408.73049
	"District of Columbia"	"11"	4645	1040738	446.31790
	"Florida"	"12"	119755	29449897	406.63979
	"Georgia"	"13"	64137	15607318	410.94184
	"Hawaii"	"15"	7073	2191173	322.79514
	"Idaho"	"16"	7899	2370448	333.22815
	"Illinois"	"17"	70972	20543595	345.47021
	"Indiana"	"18"	42732	10157735	420.68434
	"Iowa"	"19"	16085	4678122	343.83456
	"Kansas"	"20"	16445	4383218	375.18097
	"Kentucky"	"21"	35523	6975971	509.21943
	"Louisiana"	"22"	36086	7145421	505.02273
	"Maine"	"23"	8041	2180381	368.78876
	"Maryland"	"24"	34187	9475467	360.79488
	"Massachusetts"	"25"	32110	10657160	301.29978
	"Michigan"	"26"	65273	15614868	418.01826
	"Minnesota"	"27"	23806	8511572	279.68982
	"Mississippi"	"28"	25602	4576637	559.40639
	"Missouri"	"29"	40850	9406889	434.25621
	"Montana"	"30"	6273	1572222	398.98946
	"Nebraska"	"31"	9124	2813764	324.26316
	"Nevada"	"32"	17636	4388522	401.86651
	"New Hampshire"	"33"	6860	2183501	314.17435
	"New Jersey"	"34"	45215	14321502	315.71409
	"New Mexico"	"35"	13706	3190840	429.54206
	"New York"	"36"	98104	31384419	312.58823
	"North Carolina"	"37"	62018	15257204	406.48339
	"North Dakota"	"38"	3423	1033176	331.30851
	"Ohio"	"39"	78354	18259656	429.10995
	"Oklahoma"	"40"	30099	5798755	519.05969
	"Oregon"	"41"	22306	6222853	358.45295
	"Pennsylvania"	"42"	79601	20086176	396.29743
	"Rhode Island"	"44"	5789	1669547	346.74076
	"South Carolina"	"45"	35605	7316890	486.61385
	"South Dakota"	"46"	4307	1241251	346.98864
	"Tennessee"	"47"	50950	10180367	500.47312
	"Texas"	"48"	141541	39400047	359.24069
	"Utah"	"49"	11172	3978673	280.79714
	"Vermont"	"50"	3358	1020586	329.02666
	"Virginia"	"51"	44757	13110241	341.38961
	"Washington"	"53"	35008	11017453	317.75039
	"West Virginia"	"54"	16858	2993043	563.23949
	"Wisconsin"	"55"	29615	9063553	326.74824
	"Wyoming"	"56"	3514	904278	388.59731
"Total"			1834546	491306635	373.40143
