"Notes"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	4050	7564245	53.541364670
	"Alaska"	"02"	891	1200871	74.196145964
	"Arizona"	"04"	6836	10377705	65.871982293
	"Arkansas"	"05"	2422	4544584	53.294206907
	"California"	"06"	22775	63033985	36.131302820
	"Colorado"	"08"	5440	9010369	60.374885868
	"Connecticut"	"09"	3595	5691302	63.166565401
	"Delaware"	"10"	1111	1486743	74.727104819
	"District of Columbia"	"11"	797	1207893	65.982665683
	"Florida"	"12"	19232	31922133	60.246600689
	"Georgia"	"13"	7219	16330976	44.204339043
	"Hawaii"	"15"	952	2239537	42.508786414
	"Idaho"	"16"	1415	2506546	56.452185597
	"Illinois"	"17"	9857	20389189	48.344247532
	"Indiana"	"18"	6866	10223782	67.157144000
	"Iowa"	"19"	2028	4704866	43.104309453
	"Kansas"	"20"	2101	4374402	48.029422079
	"Kentucky"	"21"	6056	6946429	87.181485624
	"Louisiana"	"22"	4418	7341162	60.181208370
	"Maine"	"23"	1586	2127854	74.535188974
	"Maryland"	"24"	6496	9758442	66.568003376
	"Massachusetts"	"25"	7812	10997406	71.034933147
	"Michigan"	"26"	10389	15454685	67.222334198
	"Minnesota"	"27"	3724	8697467	42.817063865
	"Mississippi"	"28"	1930	4559504	42.329165629
	"Missouri"	"29"	5999	9451876	63.468881733
	"Montana"	"30"	1077	1591010	67.692849196
	"Nebraska"	"31"	1033	2866649	36.035105798
	"Nevada"	"32"	3032	4722797	64.199244643
	"New Hampshire"	"33"	1848	2159336	85.581864055
	"New Jersey"	"34"	7509	14443988	51.987027406
	"New Mexico"	"35"	2906	3148743	92.290796677
	"New York"	"36"	14001	31965583	43.800233520
	"North Carolina"	"37"	8672	15927794	54.445706669
	"North Dakota"	"38"	581	1140747	50.931538720
	"Ohio"	"39"	15769	18133419	86.960986232
	"Oklahoma"	"40"	4022	5961624	67.464838440
	"Oregon"	"41"	3530	6509001	54.232592682
	"Pennsylvania"	"42"	16396	20110967	81.527656030
	"Rhode Island"	"44"	1237	1680621	73.603745282
	"South Carolina"	"45"	4299	7684699	55.942334241
	"South Dakota"	"46"	595	1287191	46.224686158
	"Tennessee"	"47"	7215	10463255	68.955597469
	"Texas"	"48"	15669	43404987	36.099538516
	"Utah"	"49"	3139	4394132	71.436178977
	"Vermont"	"50"	603	976799	61.732249931
	"Virginia"	"51"	6288	13526425	46.486784202
	"Washington"	"53"	5758	11764354	48.944463929
	"West Virginia"	"54"	3398	2849467	119.250372087
	"Wisconsin"	"55"	5045	9013013	55.974622471
	"Wyoming"	"56"	640	908285	70.462464975
"Total"			280259	508778839	55.084641600
