"Notes"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	2813	7361371	38.21299
	"Alaska"	"02"	785	1122523	69.93175
	"Arizona"	"04"	4593	9431079	48.70068
	"Arkansas"	"05"	1799	4411685	40.77807
	"California"	"06"	19389	57715539	33.59407
	"Colorado"	"08"	3979	7926484	50.19880
	"Connecticut"	"09"	1828	5694060	32.10363
	"Delaware"	"10"	519	1380899	37.58421
	"District of Columbia"	"11"	422	977174	43.18576
	"Florida"	"12"	13275	28739229	46.19122
	"Georgia"	"13"	4986	15062721	33.10159
	"Hawaii"	"15"	673	2128295	31.62156
	"Idaho"	"16"	848	2272167	37.32120
	"Illinois"	"17"	6042	20220912	29.87996
	"Indiana"	"18"	3914	9988226	39.18614
	"Iowa"	"19"	1310	4572904	28.64700
	"Kansas"	"20"	1564	4255070	36.75615
	"Kentucky"	"21"	3486	6848955	50.89828
	"Louisiana"	"22"	3202	6855689	46.70574
	"Maine"	"23"	829	2177027	38.07945
	"Maryland"	"24"	3327	9271017	35.88603
	"Massachusetts"	"25"	4042	10454664	38.66217
	"Michigan"	"26"	6865	15796780	43.45822
	"Minnesota"	"27"	2416	8292140	29.13603
	"Mississippi"	"28"	1738	4495575	38.66024
	"Missouri"	"29"	3801	9218487	41.23236
	"Montana"	"30"	786	1522391	51.62931
	"Nebraska"	"31"	696	2724074	25.54997
	"Nevada"	"32"	2358	4240203	55.61055
	"New Hampshire"	"33"	819	2169268	37.75467
	"New Jersey"	"34"	3770	14140073	26.66181
	"New Mexico"	"35"	2312	3078655	75.09773
	"New York"	"36"	8561	30934894	27.67425
	"North Carolina"	"37"	5425	14638997	37.05855
	"North Dakota"	"38"	289	981605	29.44158
	"Ohio"	"39"	7478	18187504	41.11614
	"Oklahoma"	"40"	2869	5600575	51.22688
	"Oregon"	"41"	2859	6034411	47.37828
	"Pennsylvania"	"42"	7821	19801543	39.49692
	"Rhode Island"	"44"	741	1676689	44.19424
	"South Carolina"	"45"	2793	7062409	39.54741
	"South Dakota"	"46"	352	1192132	29.52693
	"Tennessee"	"47"	4786	9934176	48.17712
	"Texas"	"48"	11441	37177764	30.77377
	"Utah"	"49"	2090	3698623	56.50752
	"Vermont"	"50"	401	1015642	39.48242
	"Virginia"	"51"	3841	12686838	30.27547
	"Washington"	"53"	4435	10582886	41.90728
	"West Virginia"	"54"	1746	2966273	58.86174
	"Wisconsin"	"55"	3394	8879618	38.22236
	"Wyoming"	"56"	449	852872	52.64565
"Total"			180957	478450787	37.82144
