"Notes"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	10001	7361371	135.85784
	"Alaska"	"02"	1032	1122523	91.93576
	"Arizona"	"04"	8593	9431079	91.11365
	"Arkansas"	"05"	6012	4411685	136.27446
	"California"	"06"	49517	57715539	85.79492
	"Colorado"	"08"	6270	7926484	79.10191
	"Connecticut"	"09"	5439	5694060	95.52060
	"Delaware"	"10"	1666	1380899	120.64604
	"District of Columbia"	"11"	1252	977174	128.12457
	"Florida"	"12"	33573	28739229	116.81942
	"Georgia"	"13"	15851	15062721	105.23331
	"Hawaii"	"15"	2043	2128295	95.99233
	"Idaho"	"16"	2051	2272167	90.26625
	"Illinois"	"17"	21670	20220912	107.16628
	"Indiana"	"18"	11740	9988226	117.53839
	"Iowa"	"19"	5000	4572904	109.33971
	"Kansas"	"20"	4497	4255070	105.68569
	"Kentucky"	"21"	9270	6848955	135.34912
	"Louisiana"	"22"	9142	6855689	133.34911
	"Maine"	"23"	2680	2177027	123.10366
	"Maryland"	"24"	9864	9271017	106.39609
	"Massachusetts"	"25"	10499	10454664	100.42408
	"Michigan"	"26"	18657	15796780	118.10635
	"Minnesota"	"27"	7591	8292140	91.54452
	"Mississippi"	"28"	6458	4495575	143.65237
	"Missouri"	"29"	11195	9218487	121.44075
	"Montana"	"30"	1492	1522391	98.00373
	"Nebraska"	"31"	2686	2724074	98.60231
	"Nevada"	"32"	4093	4240203	96.52840
	"New Hampshire"	"33"	2273	2169268	104.78189
	"New Jersey"	"34"	14328	14140073	101.32904
	"New Mexico"	"35"	2840	3078655	92.24808
	"New York"	"36"	31510	30934894	101.85909
	"North Carolina"	"37"	16961	14638997	115.86176
	"North Dakota"	"38"	992	981605	101.05898
	"Ohio"	"39"	22236	18187504	122.25977
	"Oklahoma"	"40"	7212	5600575	128.77249
	"Oregon"	"41"	6168	6034411	102.21379
	"Pennsylvania"	"42"	23238	19801543	117.35449
	"Rhode Island"	"44"	1798	1676689	107.23515
	"South Carolina"	"45"	9214	7062409	130.46540
	"South Dakota"	"46"	1165	1192132	97.72408
	"Tennessee"	"47"	13266	9934176	133.53901
	"Texas"	"48"	35810	37177764	96.32102
	"Utah"	"49"	2369	3698623	64.05086
	"Vermont"	"50"	1160	1015642	114.21347
	"Virginia"	"51"	13400	12686838	105.62127
	"Washington"	"53"	10213	10582886	96.50487
	"West Virginia"	"54"	4363	2966273	147.08693
	"Wisconsin"	"55"	9017	8879618	101.54716
	"Wyoming"	"56"	797	852872	93.44896
"Total"			510164	478450787	106.62831
